date,wssWindSpeedMean,wssWindSpeedMinimum,wssWindSpeedMaximum,wssWindSpeedVariance,wssWindSpeedStdErMean,wssWindSpeedNumPts,windSpeedQF
"2015-01-01",0.57,0.00,4.58,0.23,0.00,86369.0,0
"2015-01-02",0.69,0.00,5.72,0.24,0.00,86374.0,0
"2015-01-03",0.60,0.00,3.98,0.17,0.00,86376.0,0
"2015-01-04",0.60,0.00,3.19,0.13,0.00,86375.0,0
"2015-01-05",1.11,0.00,6.47,0.54,0.00,86368.0,0
"2015-01-06",0.59,0.00,5.74,0.20,0.00,68497.0,1
"2015-01-07",0.88,0.00,6.71,0.42,0.00,41015.0,1
"2015-01-08",0.72,0.00,4.28,0.22,0.00,86374.0,0
"2015-01-09",0.88,0.00,5.44,0.35,0.00,86367.0,0
"2015-01-10",0.47,0.00,6.40,0.15,0.00,86377.0,0
"2015-01-11",0.46,0.00,3.37,0.11,0.00,86375.0,0
"2015-01-12",0.55,0.00,4.77,0.14,0.00,86370.0,0
"2015-01-13",0.63,0.00,3.92,0.15,0.00,85453.0,0
"2015-01-14",0.31,0.00,1.28,0.02,0.00,86373.0,0
"2015-01-15",0.42,0.00,2.30,0.05,0.00,86369.0,0
"2015-01-16",0.67,0.00,6.60,0.29,0.00,86367.0,0
"2015-01-17",0.58,0.00,4.03,0.14,0.00,86371.0,0
"2015-01-18",0.60,0.00,4.05,0.15,0.00,86371.0,0
"2015-01-19",0.58,0.00,4.09,0.14,0.00,86373.0,0
"2015-01-20",0.94,0.00,6.12,0.27,0.00,86369.0,0
"2015-01-21",0.53,0.00,2.37,0.10,0.00,86366.0,0
"2015-01-22",0.48,0.00,2.19,0.06,0.00,86368.0,0
"2015-01-23",0.55,0.00,3.62,0.12,0.00,86372.0,0
"2015-01-24",0.39,0.00,2.32,0.06,0.00,86366.0,0
"2015-01-25",0.72,0.00,4.94,0.26,0.00,85459.0,0
"2015-01-26",0.68,0.00,4.98,0.18,0.00,86369.0,0
"2015-01-27",1.23,0.00,5.43,0.38,0.00,86373.0,0
"2015-01-28",0.96,0.00,5.40,0.28,0.00,86370.0,0
"2015-01-29",0.55,0.00,3.62,0.13,0.00,86377.0,0
"2015-01-30",0.52,0.00,4.48,0.12,0.00,86373.0,0
"2015-01-31",1.24,0.00,6.39,0.46,0.00,86372.0,0
