date,wssWindSpeedMean,wssWindSpeedMinimum,wssWindSpeedMaximum,wssWindSpeedVariance,wssWindSpeedStdErMean,wssWindSpeedNumPts,windSpeedQF
"2017-12-01",1.06,0.00,4.91,0.40,0.00,86341.0,0
"2017-12-02",3.68,0.34,7.91,1.00,0.00,86348.0,0
"2017-12-03",2.23,0.00,8.41,1.79,0.00,86349.0,0
"2017-12-04",1.68,0.03,4.60,0.55,0.00,86361.0,0
"2017-12-05",1.92,0.00,8.59,3.36,0.01,80680.0,0
"2017-12-06",,,,-0.00,,0.0,1
"2017-12-07",,,,-0.00,,0.0,1
"2017-12-08",,,,-0.00,,0.0,1
"2017-12-09",,,,-0.00,,0.0,1
"2017-12-10",,,,-0.00,,0.0,1
"2017-12-11",,,,-0.00,,0.0,1
"2017-12-12",,,,-0.00,,0.0,1
"2017-12-13",,,,-0.00,,0.0,1
"2017-12-14",,,,-0.00,,0.0,1
"2017-12-15",1.37,0.05,4.56,0.46,0.01,2504.0,1
"2017-12-16",1.58,0.00,5.75,0.94,0.00,82751.0,0
"2017-12-17",0.89,0.00,3.74,0.41,0.00,64756.0,1
"2017-12-18",1.02,0.00,4.43,0.54,0.00,86345.0,0
"2017-12-19",7.31,0.98,16.86,9.86,0.01,86355.0,0
"2017-12-20",5.71,0.84,12.98,2.00,0.00,86344.0,0
"2017-12-21",6.98,1.67,15.14,4.08,0.01,86359.0,0
"2017-12-22",5.23,0.13,12.27,2.84,0.01,86335.0,0
"2017-12-23",4.63,0.02,12.81,4.60,0.01,86363.0,0
"2017-12-24",4.48,0.01,10.52,2.98,0.01,86349.0,0
"2017-12-25",2.04,0.00,5.69,1.00,0.00,86357.0,0
"2017-12-26",1.89,0.00,7.68,0.99,0.00,86346.0,0
"2017-12-27",0.90,0.00,3.47,0.27,0.00,86351.0,0
"2017-12-28",1.44,0.18,5.76,0.83,0.01,25899.0,1
"2017-12-29",2.68,1.40,5.09,0.19,0.01,1362.0,1
"2017-12-30",2.26,0.04,7.99,1.80,0.00,86351.0,0
"2017-12-31",1.82,0.00,5.82,0.86,0.00,86354.0,0
