date,wssWindSpeedMean,wssWindSpeedMinimum,wssWindSpeedMaximum,wssWindSpeedVariance,wssWindSpeedStdErMean,wssWindSpeedNumPts,windSpeedQF
"2021-04-01",1.62,0.00,7.07,0.67,0.00,86372.0,0
"2021-04-02",1.82,0.00,8.50,0.81,0.00,86375.0,0
"2021-04-03",1.86,0.00,9.64,1.15,0.00,86374.0,0
"2021-04-04",2.04,0.02,8.44,1.22,0.00,86373.0,0
"2021-04-05",2.32,0.00,14.88,2.95,0.01,86377.0,0
"2021-04-06",3.05,0.02,14.30,2.55,0.01,86372.0,0
"2021-04-07",1.68,0.00,8.07,0.87,0.00,86374.0,0
"2021-04-08",2.76,0.00,12.89,2.92,0.01,86378.0,0
"2021-04-09",2.40,0.00,10.82,1.74,0.00,86369.0,0
"2021-04-10",2.14,0.00,10.75,1.87,0.00,86372.0,0
"2021-04-11",2.84,0.03,10.21,1.97,0.00,86371.0,0
"2021-04-12",2.23,0.00,8.33,1.26,0.00,86376.0,0
"2021-04-13",1.88,0.01,8.36,1.06,0.00,86374.0,0
"2021-04-14",1.68,0.00,8.13,1.15,0.00,86375.0,0
"2021-04-15",1.77,0.00,8.58,1.80,0.00,86371.0,0
"2021-04-16",1.61,0.01,7.12,0.98,0.00,86360.0,0
"2021-04-17",1.97,0.01,10.48,1.46,0.00,86368.0,0
"2021-04-18",1.94,0.00,8.89,1.18,0.00,86375.0,0
"2021-04-19",3.00,0.00,15.67,6.08,0.01,86373.0,0
"2021-04-20",2.57,0.00,14.07,2.25,0.01,86370.0,0
"2021-04-21",2.05,0.00,13.55,2.52,0.01,86373.0,0
"2021-04-22",2.20,0.00,17.06,1.73,0.00,86373.0,0
"2021-04-23",2.21,0.00,10.91,2.01,0.00,86376.0,0
"2021-04-24",2.03,0.00,12.75,1.68,0.00,86374.0,0
"2021-04-25",2.24,0.00,10.56,1.84,0.00,86370.0,0
"2021-04-26",1.94,0.00,8.34,1.57,0.00,86254.0,0
"2021-04-27",2.88,0.00,12.79,4.89,0.01,86373.0,0
"2021-04-28",2.97,0.02,11.95,3.11,0.01,86367.0,0
"2021-04-29",2.26,0.00,10.92,1.84,0.00,86374.0,0
"2021-04-30",1.75,0.00,7.12,0.75,0.00,86372.0,0
