date,wssWindSpeedMean,wssWindSpeedMinimum,wssWindSpeedMaximum,wssWindSpeedVariance,wssWindSpeedStdErMean,wssWindSpeedNumPts,windSpeedQF
"2020-12-01",9.47,0.01,26.40,24.14,0.02,86346.0,0
"2020-12-02",2.22,0.01,10.83,1.67,0.00,86346.0,0
"2020-12-03",4.79,0.03,12.15,3.76,0.01,86354.0,0
"2020-12-04",3.24,0.00,9.67,2.36,0.01,86347.0,0
"2020-12-05",2.63,0.01,11.57,1.84,0.00,86352.0,0
"2020-12-06",5.68,1.89,13.45,1.87,0.00,86349.0,0
"2020-12-07",3.21,0.02,8.36,1.42,0.00,86361.0,0
"2020-12-08",7.56,2.16,18.19,7.17,0.01,86349.0,0
"2020-12-09",7.23,0.02,20.87,12.06,0.01,86351.0,0
"2020-12-10",4.07,0.01,16.93,9.86,0.01,86360.0,0
"2020-12-11",1.97,0.00,12.79,2.64,0.01,86353.0,0
"2020-12-12",7.71,0.02,26.52,21.73,0.02,86349.0,0
"2020-12-13",7.03,0.04,23.17,23.85,0.02,86344.0,0
"2020-12-14",9.67,0.13,23.13,25.60,0.02,86349.0,0
"2020-12-15",5.50,0.01,19.46,14.21,0.01,86349.0,0
"2020-12-16",14.80,5.87,27.21,8.55,0.01,86341.0,0
"2020-12-17",12.08,0.42,27.64,14.65,0.01,84642.0,0
"2020-12-18",7.54,0.01,24.93,24.14,0.02,86345.0,0
"2020-12-19",13.96,0.13,32.49,16.86,0.01,86344.0,0
"2020-12-20",17.82,6.95,33.69,11.46,0.01,86345.0,0
"2020-12-21",12.81,0.30,33.12,24.21,0.02,86349.0,0
"2020-12-22",10.04,0.05,28.33,15.91,0.01,86335.0,0
"2020-12-23",10.17,0.06,32.74,19.74,0.02,84698.0,0
"2020-12-24",14.16,2.95,31.38,17.39,0.01,86351.0,0
"2020-12-25",6.41,0.00,17.96,6.65,0.01,86345.0,0
"2020-12-26",10.77,0.32,23.80,9.70,0.01,86347.0,0
"2020-12-27",6.55,0.02,19.27,6.35,0.01,86341.0,0
"2020-12-28",3.94,0.00,19.98,10.66,0.01,84642.0,0
"2020-12-29",7.89,0.04,24.32,17.03,0.01,76866.0,0
"2020-12-30",8.78,0.01,21.37,9.94,0.01,86348.0,0
"2020-12-31",7.92,0.00,23.34,28.25,0.02,86349.0,0
