date,wssWindSpeedMean,wssWindSpeedMinimum,wssWindSpeedMaximum,wssWindSpeedVariance,wssWindSpeedStdErMean,wssWindSpeedNumPts,windSpeedQF
"2018-09-01",5.38,0.03,15.82,4.70,0.01,86370.0,0
"2018-09-02",4.21,0.00,11.56,3.55,0.01,86376.0,0
"2018-09-03",2.73,0.00,9.43,1.82,0.00,86377.0,0
"2018-09-04",3.98,0.01,12.71,2.95,0.01,86366.0,0
"2018-09-05",2.87,0.03,9.10,1.66,0.00,86376.0,0
"2018-09-06",3.24,0.33,8.44,0.99,0.00,86368.0,0
"2018-09-07",3.11,0.85,8.16,0.87,0.00,86375.0,0
"2018-09-08",3.55,0.32,8.67,1.01,0.00,86373.0,0
"2018-09-09",1.82,0.02,7.27,0.79,0.00,86377.0,0
"2018-09-10",2.42,0.06,7.85,1.27,0.00,86368.0,0
"2018-09-11",3.50,0.88,11.22,2.59,0.01,86379.0,0
"2018-09-12",4.32,1.34,11.25,1.12,0.00,84227.0,0
"2018-09-13",4.84,1.18,12.68,2.53,0.01,86374.0,0
"2018-09-14",4.61,1.39,9.92,1.46,0.00,86377.0,0
"2018-09-15",2.85,0.05,6.45,0.75,0.00,86375.0,0
"2018-09-16",3.13,0.48,7.57,0.73,0.00,86376.0,0
"2018-09-17",3.78,1.08,8.36,0.97,0.00,86376.0,0
"2018-09-18",4.25,0.98,9.10,1.06,0.00,86371.0,0
"2018-09-19",4.88,1.08,12.41,2.15,0.01,85965.0,0
"2018-09-20",6.32,1.20,15.95,4.82,0.01,86378.0,0
"2018-09-21",3.61,0.09,12.93,3.15,0.01,86368.0,0
"2018-09-22",2.16,0.02,7.56,0.78,0.00,86373.0,0
"2018-09-23",2.81,0.18,7.71,0.90,0.00,86371.0,0
"2018-09-24",3.66,0.35,9.62,2.05,0.00,86372.0,0
"2018-09-25",3.57,0.75,9.49,1.04,0.00,71350.0,0
"2018-09-26",1.26,0.00,8.00,0.57,0.00,86366.0,0
"2018-09-27",3.64,0.67,8.87,1.67,0.00,86372.0,0
"2018-09-28",4.19,0.13,12.41,4.03,0.01,86376.0,0
"2018-09-29",3.21,0.22,8.29,1.05,0.00,86370.0,0
"2018-09-30",3.01,0.06,9.00,2.13,0.00,86372.0,0
