date,wssWindSpeedMean,wssWindSpeedMinimum,wssWindSpeedMaximum,wssWindSpeedVariance,wssWindSpeedStdErMean,wssWindSpeedNumPts,windSpeedQF
"2021-03-01",0.39,0.00,2.56,0.06,0.00,86341.0,0
"2021-03-02",0.33,0.00,2.08,0.06,0.00,86296.0,0
"2021-03-03",0.38,0.00,2.95,0.10,0.00,86353.0,0
"2021-03-04",0.40,0.00,3.54,0.10,0.00,86342.0,0
"2021-03-05",0.42,0.00,1.83,0.05,0.00,86339.0,0
"2021-03-06",0.45,0.00,2.88,0.10,0.00,86350.0,0
"2021-03-07",0.38,0.00,2.42,0.06,0.00,86332.0,0
"2021-03-08",0.33,0.00,2.39,0.06,0.00,86342.0,0
"2021-03-09",0.40,0.00,2.05,0.05,0.00,86355.0,0
"2021-03-10",0.25,0.00,1.86,0.03,0.00,86347.0,0
"2021-03-11",0.70,0.00,5.46,0.28,0.00,86339.0,0
"2021-03-12",0.44,0.00,3.20,0.08,0.00,86334.0,0
"2021-03-13",0.41,0.00,2.24,0.06,0.00,86331.0,0
"2021-03-14",0.59,0.00,5.16,0.20,0.00,86343.0,0
"2021-03-15",0.48,0.00,4.19,0.14,0.00,86329.0,0
"2021-03-16",0.35,0.00,2.81,0.08,0.00,86344.0,0
"2021-03-17",0.38,0.00,2.52,0.07,0.00,86340.0,0
"2021-03-18",0.47,0.00,3.10,0.14,0.00,86325.0,0
"2021-03-19",0.38,0.00,2.75,0.08,0.00,86328.0,0
"2021-03-20",0.67,0.00,6.50,0.35,0.00,86346.0,0
"2021-03-21",0.92,0.00,6.72,0.54,0.00,86342.0,0
"2021-03-22",0.54,0.00,4.10,0.15,0.00,86339.0,0
"2021-03-23",0.43,0.00,3.61,0.12,0.00,86350.0,0
"2021-03-24",0.39,0.00,4.24,0.12,0.00,86338.0,0
"2021-03-25",0.33,0.00,2.80,0.08,0.00,86338.0,0
"2021-03-26",0.47,0.00,4.89,0.19,0.00,86358.0,0
"2021-03-27",0.37,0.00,3.14,0.09,0.00,86342.0,0
"2021-03-28",0.47,0.00,3.63,0.15,0.00,86341.0,0
"2021-03-29",0.38,0.00,3.79,0.10,0.00,86344.0,0
"2021-03-30",0.34,0.00,2.98,0.07,0.00,86349.0,0
"2021-03-31",0.43,0.00,3.62,0.12,0.00,86344.0,0
