date,wssWindSpeedMean,wssWindSpeedMinimum,wssWindSpeedMaximum,wssWindSpeedVariance,wssWindSpeedStdErMean,wssWindSpeedNumPts,windSpeedQF
"2021-08-01",2.12,0.01,7.04,1.24,0.00,86351.0,0
"2021-08-02",2.24,0.01,7.32,0.97,0.00,67127.0,1
"2021-08-03",2.25,0.01,7.92,1.31,0.00,86361.0,0
"2021-08-04",2.99,0.02,9.97,2.38,0.01,63344.0,1
"2021-08-05",2.92,0.01,9.01,1.76,0.00,86342.0,0
"2021-08-06",3.98,0.01,17.71,5.98,0.01,86348.0,0
"2021-08-07",4.85,0.02,19.62,6.53,0.01,86352.0,0
"2021-08-08",4.16,0.00,14.02,2.81,0.01,86360.0,0
"2021-08-09",3.99,0.01,13.59,3.29,0.01,86360.0,0
"2021-08-10",4.98,0.02,17.88,5.19,0.01,86364.0,0
"2021-08-11",5.05,0.04,14.56,5.37,0.01,86326.0,0
"2021-08-12",2.04,0.01,8.05,1.08,0.00,86347.0,0
"2021-08-13",2.12,0.00,6.94,1.34,0.00,86352.0,0
"2021-08-14",2.34,0.00,8.18,0.78,0.00,86359.0,0
"2021-08-15",3.64,0.01,13.86,2.98,0.01,86360.0,0
"2021-08-16",2.04,0.01,11.07,1.33,0.00,86341.0,0
"2021-08-17",3.30,0.00,10.58,2.21,0.01,86166.0,0
"2021-08-18",3.41,0.01,12.91,4.59,0.01,86339.0,0
"2021-08-19",2.83,0.00,12.38,3.01,0.01,86361.0,0
"2021-08-20",9.08,0.09,28.00,18.31,0.01,86347.0,0
"2021-08-21",3.55,0.02,12.33,2.69,0.01,86356.0,0
"2021-08-22",6.20,0.07,20.40,9.57,0.01,86349.0,0
"2021-08-23",3.95,0.00,13.78,3.21,0.01,86286.0,0
"2021-08-24",3.90,0.02,15.34,4.01,0.01,86351.0,0
"2021-08-25",3.60,0.00,11.21,2.96,0.01,86347.0,0
"2021-08-26",3.29,0.00,13.64,3.26,0.01,86358.0,0
"2021-08-27",5.04,0.02,19.29,9.07,0.01,86346.0,0
"2021-08-28",4.28,0.03,14.17,3.27,0.01,86353.0,0
"2021-08-29",2.50,0.00,9.28,1.70,0.00,86343.0,0
"2021-08-30",2.33,0.00,10.07,1.59,0.00,86361.0,0
"2021-08-31",2.60,0.01,9.48,1.17,0.00,86349.0,0
