date,wssWindSpeedMean,wssWindSpeedMinimum,wssWindSpeedMaximum,wssWindSpeedVariance,wssWindSpeedStdErMean,wssWindSpeedNumPts,windSpeedQF
"2019-01-01",6.63,0.67,14.68,5.68,0.01,86358.0,0
"2019-01-02",1.39,0.00,3.53,0.36,0.00,86349.0,0
"2019-01-03",2.84,0.00,11.16,5.32,0.01,86348.0,0
"2019-01-04",2.35,0.50,3.87,0.42,0.00,86348.0,0
"2019-01-05",2.58,0.00,4.95,0.57,0.00,86118.0,0
"2019-01-06",1.60,0.01,3.80,0.35,0.00,68418.0,1
"2019-01-07",1.14,0.01,3.12,0.38,0.00,86278.0,0
"2019-01-08",1.08,0.00,3.22,0.30,0.00,86285.0,0
"2019-01-09",1.19,0.00,3.95,0.72,0.00,84269.0,0
"2019-01-10",1.00,0.01,3.07,0.28,0.00,86214.0,0
"2019-01-11",0.87,0.00,3.61,0.23,0.00,86241.0,0
"2019-01-12",1.80,0.00,10.02,2.09,0.00,86238.0,0
"2019-01-13",4.10,0.02,14.49,6.38,0.01,86355.0,0
"2019-01-14",2.37,0.00,8.23,1.77,0.00,86353.0,0
"2019-01-15",3.71,0.17,11.09,2.43,0.01,86342.0,0
"2019-01-16",4.15,0.00,12.86,3.18,0.01,86354.0,0
"2019-01-17",3.05,0.57,5.40,0.66,0.00,86351.0,0
"2019-01-18",3.70,0.05,10.63,3.74,0.01,86340.0,0
"2019-01-19",4.42,0.05,13.24,6.73,0.01,86354.0,0
"2019-01-20",2.61,0.00,12.61,5.03,0.01,86330.0,0
"2019-01-21",1.98,0.00,7.37,0.90,0.00,86328.0,0
"2019-01-22",3.47,0.09,14.51,4.08,0.01,86359.0,0
"2019-01-23",4.69,0.01,12.90,4.24,0.01,86346.0,0
"2019-01-24",2.28,0.00,8.69,2.55,0.01,86360.0,0
"2019-01-25",3.79,0.10,9.68,1.96,0.00,86153.0,0
"2019-01-26",1.92,0.00,7.66,2.04,0.00,86343.0,0
"2019-01-27",7.92,2.61,16.32,5.07,0.01,86355.0,0
"2019-01-28",7.73,3.65,15.48,2.16,0.01,86361.0,0
"2019-01-29",2.34,0.01,8.31,1.54,0.00,81299.0,0
"2019-01-30",1.19,0.00,4.11,0.25,0.00,62542.0,1
"2019-01-31",2.05,0.00,6.44,1.08,0.00,86348.0,0
