prcp(mm/day),srad(W/m2),swe(kg/m2),tmax(C),tmin(C),vp(Pa),fapar(-),lat,lon,elev_measured(m),elev_Daymet(m),CO2(ppm),t(C),year_mean,yday_mean
7.26,2034.49,1166.97,-2.54,-19.94,191.99142857142854,0.461,40.05425,-105.58236999999998,3490.0,3470.0,369.09000000000003,-11.985,2000.0,4.0
62.449999999999996,1420.2699999999998,1471.13,3.87,-15.19,311.89142857142855,0.461,40.05425,-105.58236999999998,3490.0,3470.0,369.09000000000003,-7.242142857142857,2000.0,11.0
64.66,1084.98,1565.87,5.15,-6.97,503.5785714285715,0.461,40.05425,-105.58236999999998,3490.0,3470.0,369.09000000000003,-1.0978571428571429,2000.0,18.0
39.650000000000006,1953.0399999999997,1784.27,0.62,-22.81,239.42000000000002,0.461,40.05425,-105.58236999999998,3490.0,3470.0,369.09000000000003,-10.099285714285713,2000.0,25.0
0.0,3237.89,1836.5200000000004,2.24,-20.56,212.24714285714285,0.461,40.05425,-105.58236999999998,3490.0,3470.0,368.8957142857143,-8.285,2000.0,32.0
16.11,1730.97,1846.8400000000001,1.95,-7.84,406.41714285714295,0.461,40.05425,-105.58236999999998,3490.0,3470.0,368.75,-3.4050000000000002,2000.0,39.0
80.47999999999999,1965.57,2184.07,0.85,-15.67,304.1928571428571,0.461,40.05425,-105.58236999999998,3490.0,3470.0,368.75,-6.694999999999999,2000.0,46.0
5.11,3299.3299999999995,2445.04,5.5,-16.56,315.29571428571427,0.461,40.05425,-105.58236999999998,3490.0,3470.0,368.75,-4.457857142857143,2000.0,53.0
0.0,4088.64,2439.74,6.08,-17.14,256.5257142857143,0.461,40.05425,-105.58236999999998,3490.0,3470.0,368.87,-5.781428571428571,2000.0,60.0
13.05,3666.0399999999995,2484.2899999999995,7.76,-13.43,301.6842857142857,0.461,40.05425,-105.58236999999998,3490.0,3470.0,369.03000000000003,-3.614285714285714,2000.0,67.0
44.31,2904.3599999999997,2694.58,4.25,-19.41,279.0785714285715,0.461,40.05425,-105.58236999999998,3490.0,3470.0,369.03000000000003,-6.20642857142857,2000.0,74.0
13.52,3609.52,2896.1699999999996,4.04,-15.85,278.17,0.461,40.05425,-105.58236999999998,3490.0,3470.0,369.03000000000003,-5.551428571428572,2000.0,81.0
39.379999999999995,2810.4299999999994,2946.3099999999995,6.63,-14.18,376.84,0.461,40.05425,-105.58236999999998,3490.0,3470.0,369.03000000000003,-3.3049999999999997,2000.0,88.0
29.95,3774.81,3273.6500000000005,7.65,-18.54,363.65999999999997,0.461,40.05425,-105.58236999999998,3490.0,3470.0,369.0,-3.2149999999999994,2000.0,95.0
2.78,4484.16,3248.87,10.68,-7.05,475.07714285714286,0.461,40.05425,-105.58236999999998,3490.0,3470.0,369.0,2.077142857142857,2000.0,102.0
22.79,3800.9,3235.33,11.13,-8.17,450.70714285714286,0.461,40.05425,-105.58236999999998,3490.0,3470.0,369.0,0.3214285714285717,2000.0,109.0
34.99,4298.08,3234.46,15.79,-4.93,469.82142857142856,0.461,40.05425,-105.58236999999998,3490.0,3470.0,369.0,2.0907142857142857,2000.0,116.0
9.73,4862.280000000001,3207.8900000000003,15.94,-12.04,510.55000000000007,0.461,40.05425,-105.58236999999998,3490.0,3470.0,368.72142857142865,3.717142857142857,2000.0,123.0
