prcp(mm/day),srad(W/m2),swe(kg/m2),tmax(C),tmin(C),vp(Pa),fapar(-),lat,lon,elev_measured(m),elev_Daymet(m),CO2(ppm),t(C),year_mean,yday_mean
0.0,1683.53,62.650000000000006,10.55,-13.41,267.3071428571428,0.1202222222222222,40.815536,-104.74559,1654.0,1650.0,369.09000000000003,-2.2871428571428574,2000.0,4.0
0.0,1735.48,50.370000000000005,15.59,-9.53,324.55428571428564,0.1597142857142857,40.815536,-104.74559,1654.0,1650.0,369.09000000000003,1.4764285714285716,2000.0,11.0
0.43,1842.17,14.889999999999999,14.89,-8.18,341.9371428571429,0.218,40.815536,-104.74559,1654.0,1650.0,369.09000000000003,3.220714285714286,2000.0,18.0
4.77,1547.8600000000001,11.78,9.48,-11.15,264.5728571428571,0.19225,40.815536,-104.74559,1654.0,1650.0,369.09000000000003,-1.8671428571428572,2000.0,25.0
0.0,2299.12,31.119999999999997,18.05,-13.97,147.27714285714288,0.184,40.815536,-104.74559,1654.0,1650.0,368.8957142857143,-1.4435714285714283,2000.0,32.0
11.6,2011.6200000000001,17.85,14.63,-10.0,204.02285714285716,0.1474285714285714,40.815536,-104.74559,1654.0,1650.0,368.75,2.4935714285714283,2000.0,39.0
3.8600000000000003,2024.8399999999997,28.659999999999997,13.8,-9.11,243.31000000000003,0.1440833333333333,40.815536,-104.74559,1654.0,1650.0,368.75,0.4000000000000001,2000.0,46.0
1.0,2458.12,6.56,18.08,-9.56,227.2914285714286,0.14775,40.815536,-104.74559,1654.0,1650.0,368.75,4.323571428571428,2000.0,53.0
0.0,2461.5499999999997,0.0,18.65,-5.38,222.23428571428573,0.174,40.815536,-104.74559,1654.0,1650.0,368.87,4.9435714285714285,2000.0,60.0
2.73,2396.07,0.0,19.13,-4.63,251.88000000000002,0.168,40.815536,-104.74559,1654.0,1650.0,369.03000000000003,4.842142857142856,2000.0,67.0
18.39,2600.0000000000005,0.0,14.27,-7.48,221.77285714285716,0.158,40.815536,-104.74559,1654.0,1650.0,369.03000000000003,1.9671428571428569,2000.0,74.0
