prcp(mm/day),srad(W/m2),swe(kg/m2),tmax(C),tmin(C),vp(Pa),fapar(-),lat,lon,elev_measured(m),elev_Daymet(m),CO2(ppm),t(C),year_mean,yday_mean
7.52,1192.62,534.67,-1.35,-16.63,224.45428571428573,0.299,44.953480000000006,-110.53913999999999,2133.0,2136.0,369.09000000000003,-8.612142857142857,2000.0,4.0
31.37,1175.19,700.29,3.83,-14.45,275.83714285714285,0.299,44.953480000000006,-110.53913999999999,2133.0,2136.0,369.09000000000003,-6.139285714285714,2000.0,11.0
4.05,1474.6000000000001,758.0200000000001,5.79,-13.07,365.2628571428572,0.299,44.953480000000006,-110.53913999999999,2133.0,2136.0,369.09000000000003,-2.207142857142857,2000.0,18.0
4.47,1713.53,776.8700000000001,2.56,-17.37,250.30428571428573,0.299,44.953480000000006,-110.53913999999999,2133.0,2136.0,369.09000000000003,-6.606428571428571,2000.0,25.0
2.56,2083.54,792.31,2.92,-22.41,181.37000000000003,0.299,44.953480000000006,-110.53913999999999,2133.0,2136.0,368.8957142857143,-8.905000000000001,2000.0,32.0
9.84,1827.0800000000002,813.87,6.5,-11.87,333.1457142857143,0.299,44.953480000000006,-110.53913999999999,2133.0,2136.0,368.75,-2.2314285714285718,2000.0,39.0
19.25,1811.9999999999998,949.9399999999999,3.23,-19.27,298.36285714285714,0.299,44.953480000000006,-110.53913999999999,2133.0,2136.0,368.75,-4.724285714285714,2000.0,46.0
5.09,2206.12,970.58,5.67,-17.4,312.8957142857143,0.299,44.953480000000006,-110.53913999999999,2133.0,2136.0,368.75,-3.2235714285714283,2000.0,53.0
5.01,2494.58,991.8099999999997,8.88,-14.88,345.1,0.299,44.953480000000006,-110.53913999999999,2133.0,2136.0,368.87,-1.5971428571428572,2000.0,60.0
20.29,2290.42,996.4000000000001,12.11,-7.59,390.93285714285713,0.299,44.953480000000006,-110.53913999999999,2133.0,2136.0,369.03000000000003,-0.06999999999999987,2000.0,67.0
5.1,2940.6899999999996,1033.33,4.79,-13.77,289.1657142857143,0.299,44.953480000000006,-110.53913999999999,2133.0,2136.0,369.03000000000003,-3.5157142857142856,2000.0,74.0
10.66,3279.8200000000006,1106.8600000000001,11.47,-18.44,230.0942857142857,0.299,44.953480000000006,-110.53913999999999,2133.0,2136.0,369.03000000000003,-3.9971428571428578,2000.0,81.0
4.08,3391.3299999999995,1118.8899999999999,12.39,-12.13,328.1171428571429,0.299,44.953480000000006,-110.53913999999999,2133.0,2136.0,369.03000000000003,-0.25142857142857133,2000.0,88.0
1.58,3534.4800000000005,1115.1,13.38,-14.04,330.25,0.299,44.953480000000006,-110.53913999999999,2133.0,2136.0,369.0,-0.033571428571428426,2000.0,95.0
3.36,3687.8700000000003,1077.82,15.94,-8.05,357.2328571428571,0.299,44.953480000000006,-110.53913999999999,2133.0,2136.0,369.0,4.672142857142857,2000.0,102.0
5.35,3195.5,995.3599999999999,16.92,-4.87,419.82428571428574,0.299,44.953480000000006,-110.53913999999999,2133.0,2136.0,369.0,5.403571428571429,2000.0,109.0
17.96,3201.28,896.9300000000001,20.24,-3.98,423.44571428571425,0.299,44.953480000000006,-110.53913999999999,2133.0,2136.0,369.0,5.686428571428571,2000.0,116.0
0.0,3941.62,814.6899999999999,19.59,-6.73,397.32,0.315,44.953480000000006,-110.53913999999999,2133.0,2136.0,368.72142857142865,7.265714285714286,2000.0,123.0
