prcp(mm/day),srad(W/m2),swe(kg/m2),tmax(C),tmin(C),vp(Pa),fapar(-),lat,lon,elev_measured(m),elev_Daymet(m),CO2(ppm),t(C),year_mean,yday_mean
5.1,1759.5,62.54,5.03,-14.16,270.73285714285714,0.1426666666666666,40.177598999999994,-112.45245,1662.0,1658.0,369.09000000000003,-4.6257142857142854,2000.0,4.0
2.72,1782.73,49.27,12.48,-9.0,476.67,0.1516111111111111,40.177598999999994,-112.45245,1662.0,1658.0,369.09000000000003,2.4135714285714287,2000.0,11.0
8.74,1396.6899999999998,0.0,13.09,-0.96,682.8857142857142,0.158,40.177598999999994,-112.45245,1662.0,1658.0,369.09000000000003,6.43,2000.0,18.0
18.810000000000002,1470.6299999999999,0.0,9.64,-10.39,434.1842857142857,0.1574,40.177598999999994,-112.45245,1662.0,1658.0,369.09000000000003,-0.30857142857142866,2000.0,25.0
6.88,2236.1800000000003,31.51,11.66,-11.44,326.2142857142857,0.1689999999999999,40.177598999999994,-112.45245,1662.0,1658.0,368.8957142857143,-0.3628571428571427,2000.0,32.0
10.489999999999998,2031.27,6.0600000000000005,13.75,-3.83,502.14142857142855,0.1634999999999999,40.177598999999994,-112.45245,1662.0,1658.0,368.75,5.2057142857142855,2000.0,39.0
41.66,1491.2199999999998,0.0,10.9,-7.27,523.4157142857142,0.1568999999999999,40.177598999999994,-112.45245,1662.0,1658.0,368.75,1.992857142857143,2000.0,46.0
24.18,1890.15,0.0,13.42,-10.27,479.8128571428571,0.1492,40.177598999999994,-112.45245,1662.0,1658.0,368.75,1.7385714285714289,2000.0,53.0
10.17,2265.8199999999997,0.0,12.65,-8.0,485.89142857142855,0.163,40.177598999999994,-112.45245,1662.0,1658.0,368.87,2.7414285714285715,2000.0,60.0
19.29,2242.5,0.0,16.62,-6.61,494.5628571428571,0.17,40.177598999999994,-112.45245,1662.0,1658.0,369.03000000000003,2.595714285714286,2000.0,67.0
2.58,3022.52,0.0,13.86,-7.15,451.2757142857143,0.1686666666666667,40.177598999999994,-112.45245,1662.0,1658.0,369.03000000000003,3.3249999999999997,2000.0,74.0
12.059999999999999,3121.54,25.96,14.56,-7.33,411.44428571428574,0.1673333333333333,40.177598999999994,-112.45245,1662.0,1658.0,369.03000000000003,2.531428571428571,2000.0,81.0
1.42,3074.4299999999994,1.93,19.93,-5.41,544.14,0.1781666666666666,40.177598999999994,-112.45245,1662.0,1658.0,369.03000000000003,6.000000000000001,2000.0,88.0
0.0,3411.44,0.0,23.62,-5.42,564.6214285714286,0.1903333333333333,40.177598999999994,-112.45245,1662.0,1658.0,369.0,8.849285714285715,2000.0,95.0
8.45,3133.1000000000004,0.0,22.75,-3.42,639.157142857143,0.1533333333333333,40.177598999999994,-112.45245,1662.0,1658.0,369.0,10.287142857142857,2000.0,102.0
3.96,2787.57,0.0,22.42,-0.25,731.3728571428572,0.1766969696969696,40.177598999999994,-112.45245,1662.0,1658.0,369.0,9.895714285714288,2000.0,109.0
5.4399999999999995,3089.62,0.0,27.74,-0.45,724.8614285714285,0.214,40.177598999999994,-112.45245,1662.0,1658.0,369.0,12.364999999999998,2000.0,116.0
2.88,3416.0600000000004,0.0,29.13,-1.84,666.8957142857143,0.279,40.177598999999994,-112.45245,1662.0,1658.0,368.72142857142865,13.48142857142857,2000.0,123.0
12.270000000000001,2878.8999999999996,0.0,21.89,-4.24,653.5285714285714,0.254375,40.177598999999994,-112.45245,1662.0,1658.0,368.61000000000007,9.349285714285715,2000.0,130.0
11.38,2961.46,0.0,25.19,-1.17,703.0528571428571,0.21128125,40.177598999999994,-112.45245,1662.0,1658.0,368.61000000000007,11.917857142857143,2000.0,137.0
11.18,3139.65,0.0,29.6,4.75,792.3128571428571,0.2236666666666666,40.177598999999994,-112.45245,1662.0,1658.0,368.61000000000007,17.216428571428573,2000.0,144.0
0.0,3820.6099999999997,0.0,31.85,2.32,536.1542857142857,0.2198571428571428,40.177598999999994,-112.45245,1662.0,1658.0,368.80428571428575,17.84357142857143,2000.0,151.0
0.0,3534.8499999999995,0.0,33.74,7.26,633.7685714285714,0.226,40.177598999999994,-112.45245,1662.0,1658.0,369.29,21.138571428571428,2000.0,158.0
0.0,3504.4700000000003,0.0,28.84,4.81,455.83571428571423,0.2054285714285714,40.177598999999994,-112.45245,1662.0,1658.0,369.29,17.370714285714282,2000.0,165.0
1.45,3715.9500000000003,0.0,33.29,3.61,412.96571428571434,0.1956666666666666,40.177598999999994,-112.45245,1662.0,1658.0,369.29,18.87714285714286,2000.0,172.0
4.63,3155.8100000000004,0.0,32.91,10.05,608.8357142857143,0.1763333333333333,40.177598999999994,-112.45245,1662.0,1658.0,369.29,21.91071428571428,2000.0,179.0
0.0,3480.17,0.0,32.08,8.09,546.7114285714285,0.198,40.177598999999994,-112.45245,1662.0,1658.0,369.38000000000005,21.785714285714285,2000.0,186.0
