prcp(mm/day),srad(W/m2),swe(kg/m2),tmax(C),tmin(C),vp(Pa),fapar(-),lat,lon,elev_measured(m),elev_Daymet(m),CO2(ppm),t(C),year_mean,yday_mean
126.48,692.1199999999999,0.0,7.36,-2.63,602.9771428571429,0.41,45.82049,-121.95191,351.0,387.0,369.09000000000003,2.4171428571428573,2000.0,4.0
193.51999999999998,530.28,0.0,6.68,-1.4,605.6142857142856,0.41,45.82049,-121.95191,351.0,387.0,369.09000000000003,1.6628571428571426,2000.0,11.0
56.1,882.1600000000001,0.0,5.85,-2.71,536.7285714285714,0.41,45.82049,-121.95191,351.0,387.0,369.09000000000003,1.007857142857143,2000.0,18.0
23.689999999999998,937.41,0.0,6.21,-3.46,558.0857142857143,0.41,45.82049,-121.95191,351.0,387.0,369.09000000000003,1.2085714285714286,2000.0,25.0
120.81999999999998,1137.8899999999999,0.0,8.58,-3.78,571.852857142857,0.41,45.82049,-121.95191,351.0,387.0,368.8957142857143,2.077857142857143,2000.0,32.0
56.15,1106.33,0.0,9.15,-1.3,636.9871428571429,0.4176666666666667,45.82049,-121.95191,351.0,387.0,368.75,3.412857142857143,2000.0,39.0
61.199999999999996,1443.18,0.0,9.33,-3.67,569.7657142857144,0.4713333333333334,45.82049,-121.95191,351.0,387.0,368.75,2.6799999999999997,2000.0,46.0
60.720000000000006,1401.52,0.0,8.28,-2.79,580.4085714285713,0.4798571428571428,45.82049,-121.95191,351.0,387.0,368.75,2.653571428571428,2000.0,53.0
81.88,1265.1100000000001,0.0,8.65,-1.1,631.7071428571428,0.4808571428571428,45.82049,-121.95191,351.0,387.0,368.87,3.5742857142857143,2000.0,60.0
19.37,2007.83,0.0,10.77,-2.52,580.1228571428572,0.4818571428571429,45.82049,-121.95191,351.0,387.0,369.03000000000003,3.469285714285714,2000.0,67.0
56.73,1727.9799999999998,0.0,11.1,-2.47,608.9371428571429,0.4828571428571429,45.82049,-121.95191,351.0,387.0,369.03000000000003,4.255714285714285,2000.0,74.0
50.16,2123.25,0.0,14.4,-1.64,626.64,0.4838571428571428,45.82049,-121.95191,351.0,387.0,369.03000000000003,5.247857142857143,2000.0,81.0
20.92,2598.41,0.0,20.41,-1.07,604.2585714285715,0.55375,45.82049,-121.95191,351.0,387.0,369.03000000000003,6.6814285714285715,2000.0,88.0
8.42,2565.6,0.0,24.53,-1.19,688.71,0.739,45.82049,-121.95191,351.0,387.0,369.0,8.830000000000002,2000.0,95.0
36.94,2296.31,0.0,24.68,1.33,829.1271428571429,0.673,45.82049,-121.95191,351.0,387.0,369.0,10.984285714285715,2000.0,102.0
9.53,2584.6899999999996,0.0,20.89,2.87,820.1328571428572,0.622,45.82049,-121.95191,351.0,387.0,369.0,10.972857142857142,2000.0,109.0
40.78,2014.29,0.0,17.61,-1.59,699.9985714285715,0.6155,45.82049,-121.95191,351.0,387.0,369.0,7.283571428571428,2000.0,116.0
28.0,2119.17,0.0,21.41,1.48,852.2,0.629,45.82049,-121.95191,351.0,387.0,368.72142857142865,10.225,2000.0,123.0
