prcp(mm/day),srad(W/m2),swe(kg/m2),tmax(C),tmin(C),vp(Pa),fapar(-),lat,lon,elev_measured(m),elev_Daymet(m),CO2(ppm),t(C),year_mean,yday_mean
2.94,1825.29,0.0,14.5,-2.37,571.6928571428572,0.263,37.10878,-119.73227999999997,400.0,412.0,369.09000000000003,5.778571428571428,2000.0,4.0
2.53,1883.71,0.0,20.96,-0.91,707.5714285714284,0.263,37.10878,-119.73227999999997,400.0,412.0,369.09000000000003,9.088571428571429,2000.0,11.0
47.6,1228.51,0.0,19.64,5.71,1116.0528571428572,0.263,37.10878,-119.73227999999997,400.0,412.0,369.09000000000003,12.514285714285716,2000.0,18.0
102.35,1317.0300000000002,0.0,15.37,2.74,905.2585714285715,0.2729166666666667,37.10878,-119.73227999999997,400.0,412.0,369.09000000000003,9.34,2000.0,25.0
11.48,1969.1499999999996,0.0,22.48,3.43,895.7157142857144,0.3902727272727272,37.10878,-119.73227999999997,400.0,412.0,368.8957142857143,11.462142857142856,2000.0,32.0
44.7,1898.37,0.0,24.03,4.7,963.8814285714286,0.4341818181818182,37.10878,-119.73227999999997,400.0,412.0,368.75,12.436428571428573,2000.0,39.0
121.41999999999999,1561.07,0.0,16.51,3.2,851.4942857142858,0.4722,37.10878,-119.73227999999997,400.0,412.0,368.75,9.08357142857143,2000.0,46.0
51.72,2149.27,0.0,18.15,-0.27,803.2928571428572,0.477,37.10878,-119.73227999999997,400.0,412.0,368.75,9.29857142857143,2000.0,53.0
77.17,2081.75,0.0,18.19,2.11,805.4471428571429,0.4990769230769231,37.10878,-119.73227999999997,400.0,412.0,368.87,8.835714285714285,2000.0,60.0
40.5,2301.33,0.0,17.34,2.12,792.8757142857143,0.582,37.10878,-119.73227999999997,400.0,412.0,369.03000000000003,8.747142857142856,2000.0,67.0
0.0,3020.8800000000006,0.0,21.36,4.46,967.1299999999999,0.606,37.10878,-119.73227999999997,400.0,412.0,369.03000000000003,13.237142857142857,2000.0,74.0
0.0,3202.9600000000005,0.0,22.88,3.17,916.2614285714286,0.612,37.10878,-119.73227999999997,400.0,412.0,369.03000000000003,13.340714285714284,2000.0,81.0
0.0,3022.67,0.0,25.0,5.56,973.4185714285715,0.55,37.10878,-119.73227999999997,400.0,412.0,369.03000000000003,13.490714285714287,2000.0,88.0
0.0,3343.4900000000002,0.0,30.36,7.46,1168.7814285714287,0.614,37.10878,-119.73227999999997,400.0,412.0,369.0,18.315714285714286,2000.0,95.0
17.49,2787.1099999999997,0.0,29.95,5.98,1102.73,0.5497500000000001,37.10878,-119.73227999999997,400.0,412.0,369.0,16.514285714285716,2000.0,102.0
39.129999999999995,2528.83,0.0,22.62,4.74,995.0971428571429,0.5515000000000001,37.10878,-119.73227999999997,400.0,412.0,369.0,12.906428571428572,2000.0,109.0
0.0,3227.22,0.0,27.3,5.71,1064.0557142857144,0.552,37.10878,-119.73227999999997,400.0,412.0,369.0,15.709285714285716,2000.0,116.0
0.0,3419.54,0.0,29.03,5.04,1166.3342857142857,0.552,37.10878,-119.73227999999997,400.0,412.0,368.72142857142865,18.103571428571428,2000.0,123.0
5.45,3161.33,0.0,25.57,2.98,1068.4871428571428,0.502,37.10878,-119.73227999999997,400.0,412.0,368.61000000000007,15.512857142857143,2000.0,130.0
6.39,2978.5699999999997,0.0,32.06,6.46,1133.9457142857143,0.4774285714285714,37.10878,-119.73227999999997,400.0,412.0,368.61000000000007,16.532857142857143,2000.0,137.0
0.0,3309.69,0.0,38.57,12.3,1695.8571428571427,0.433,37.10878,-119.73227999999997,400.0,412.0,368.61000000000007,25.150714285714287,2000.0,144.0
0.0,3612.3499999999995,0.0,34.81,9.74,965.0914285714285,0.417,37.10878,-119.73227999999997,400.0,412.0,368.80428571428575,22.495714285714286,2000.0,151.0
21.12,3070.78,0.0,35.52,8.18,830.2057142857144,0.416,37.10878,-119.73227999999997,400.0,412.0,369.29,20.530714285714286,2000.0,158.0
