prcp(mm/day),srad(W/m2),swe(kg/m2),tmax(C),tmin(C),vp(Pa),fapar(-),lat,lon,elev_measured(m),elev_Daymet(m),CO2(ppm),t(C),year_mean,yday_mean
0.0,2504.06,0.0,29.3,15.67,1993.3114285714287,0.748,17.96955,-66.8687,125.0,165.0,369.09000000000003,23.16357142857143,2000.0,4.0
13.22,2176.38,0.0,29.79,17.07,2212.3399999999997,0.748,17.96955,-66.8687,125.0,165.0,369.09000000000003,23.982142857142858,2000.0,11.0
0.0,2387.9900000000002,0.0,29.72,18.16,2174.861428571429,0.748,17.96955,-66.8687,125.0,165.0,369.09000000000003,23.978571428571428,2000.0,18.0
0.0,2844.2400000000002,0.0,30.09,16.47,1908.6828571428573,0.748,17.96955,-66.8687,125.0,165.0,369.09000000000003,23.474285714285713,2000.0,25.0
10.1,2673.76,0.0,29.83,15.87,1937.3885714285714,0.76275,17.96955,-66.8687,125.0,165.0,368.8957142857143,23.192857142857143,2000.0,32.0
0.0,2656.64,0.0,29.73,16.36,1842.8871428571426,0.7971666666666667,17.96955,-66.8687,125.0,165.0,368.75,23.465,2000.0,39.0
0.0,2891.14,0.0,30.08,16.75,1631.8685714285714,0.810888888888889,17.96955,-66.8687,125.0,165.0,368.75,24.13714285714286,2000.0,46.0
6.78,3166.5899999999997,0.0,30.88,15.34,1120.6642857142858,0.8165384615384615,17.96955,-66.8687,125.0,165.0,368.75,22.99857142857143,2000.0,53.0
0.0,3385.26,0.0,29.27,13.32,941.6271428571429,0.8224615384615385,17.96955,-66.8687,125.0,165.0,368.87,22.20428571428571,2000.0,60.0
0.0,3383.7400000000002,0.0,31.24,14.88,839.0114285714286,0.8283846153846154,17.96955,-66.8687,125.0,165.0,369.03000000000003,23.656428571428567,2000.0,67.0
0.0,3449.5699999999997,0.0,31.28,16.1,782.9657142857143,0.8343076923076923,17.96955,-66.8687,125.0,165.0,369.03000000000003,24.316428571428577,2000.0,74.0
0.0,3499.01,0.0,31.16,16.99,780.7957142857142,0.841625,17.96955,-66.8687,125.0,165.0,369.03000000000003,24.357857142857142,2000.0,81.0
0.0,3436.1000000000004,0.0,31.46,16.81,823.1714285714286,0.8452222222222222,17.96955,-66.8687,125.0,165.0,369.03000000000003,24.764999999999997,2000.0,88.0
0.0,3577.7300000000005,0.0,31.98,16.93,810.0342857142857,0.8456111111111111,17.96955,-66.8687,125.0,165.0,369.0,24.788571428571426,2000.0,95.0
5.27,3383.4999999999995,0.0,31.65,17.87,823.722857142857,0.846,17.96955,-66.8687,125.0,165.0,369.0,24.784285714285716,2000.0,102.0
0.0,3553.8399999999997,0.0,31.94,17.37,855.6828571428572,0.8468749999999999,17.96955,-66.8687,125.0,165.0,369.0,25.45214285714286,2000.0,109.0
0.0,3717.34,0.0,31.92,16.82,797.6571428571427,0.847,17.96955,-66.8687,125.0,165.0,369.0,24.87285714285714,2000.0,116.0
27.11,2826.81,0.0,31.64,19.8,950.9885714285714,0.8467941176470588,17.96955,-66.8687,125.0,165.0,368.72142857142865,25.79928571428571,2000.0,123.0
7.4399999999999995,3111.06,0.0,31.37,18.68,893.4128571428571,0.8465882352941176,17.96955,-66.8687,125.0,165.0,368.61000000000007,25.215,2000.0,130.0
0.0,3664.7200000000003,0.0,31.55,17.27,812.4785714285715,0.8463823529411765,17.96955,-66.8687,125.0,165.0,368.61000000000007,24.709285714285716,2000.0,137.0
0.0,3413.75,0.0,31.93,18.88,922.3657142857144,0.8461764705882353,17.96955,-66.8687,125.0,165.0,368.61000000000007,25.946428571428573,2000.0,144.0
0.0,3334.6100000000006,0.0,32.17,18.72,928.2714285714286,0.846,17.96955,-66.8687,125.0,165.0,368.80428571428575,25.774285714285718,2000.0,151.0
0.0,3336.7,0.0,32.39,19.41,965.3157142857142,0.846,17.96955,-66.8687,125.0,165.0,369.29,26.45285714285714,2000.0,158.0
105.32999999999998,2408.6,0.0,32.83,20.75,1659.5071428571428,0.846,17.96955,-66.8687,125.0,165.0,369.29,26.372142857142855,2000.0,165.0
9.54,2593.55,0.0,31.61,20.33,2438.475714285714,0.846,17.96955,-66.8687,125.0,165.0,369.29,26.159285714285716,2000.0,172.0
0.0,3081.17,0.0,32.44,20.64,2286.8857142857146,0.846,17.96955,-66.8687,125.0,165.0,369.29,26.502142857142854,2000.0,179.0
17.5,2968.89,0.0,32.47,19.11,2257.0885714285714,0.7995,17.96955,-66.8687,125.0,165.0,369.38000000000005,26.00214285714286,2000.0,186.0
0.0,3238.11,0.0,33.07,20.74,2317.1814285714286,0.474,17.96955,-66.8687,125.0,165.0,369.38000000000005,27.00071428571428,2000.0,193.0
