prcp(mm/day),srad(W/m2),swe(kg/m2),tmax(C),tmin(C),vp(Pa),fapar(-),lat,lon,elev_measured(m),elev_Daymet(m),CO2(ppm),t(C),year_mean,yday_mean
0.0,2046.13,0.0,26.74,6.38,1037.5614285714285,0.418,29.689281999999995,-81.993431,46.0,48.0,369.09000000000003,16.138571428571428,2000.0,4.0
9.85,1975.27,0.0,26.15,5.53,1008.1885714285714,0.4249,29.689281999999995,-81.993431,46.0,48.0,369.09000000000003,15.981428571428575,2000.0,11.0
3.57,2024.53,0.0,22.35,0.57,897.51,0.441,29.689281999999995,-81.993431,46.0,48.0,369.09000000000003,12.404285714285717,2000.0,18.0
48.13,1921.68,0.0,23.55,-3.38,639.4414285714286,0.4402142857142857,29.689281999999995,-81.993431,46.0,48.0,369.09000000000003,7.610714285714287,2000.0,25.0
17.95,2077.8700000000003,0.0,22.23,1.64,858.1342857142856,0.4347142857142857,29.689281999999995,-81.993431,46.0,48.0,368.8957142857143,11.376428571428573,2000.0,32.0
0.0,2787.4,0.0,23.34,-2.76,671.4128571428572,0.466,29.689281999999995,-81.993431,46.0,48.0,368.75,10.380714285714287,2000.0,39.0
15.01,2439.37,0.0,27.53,6.61,1185.7728571428572,0.417,29.689281999999995,-81.993431,46.0,48.0,368.75,17.118571428571432,2000.0,46.0
0.0,2651.37,0.0,26.29,3.46,1085.3671428571429,0.4197692307692308,29.689281999999995,-81.993431,46.0,48.0,368.75,15.790714285714285,2000.0,53.0
4.23,2649.0200000000004,0.0,27.54,8.6,1153.1414285714284,0.4238076923076923,29.689281999999995,-81.993431,46.0,48.0,368.87,18.356428571428573,2000.0,60.0
4.6,2897.1,0.0,28.6,6.82,1061.72,0.4278461538461538,29.689281999999995,-81.993431,46.0,48.0,369.03000000000003,18.115714285714287,2000.0,67.0
2.9,2749.88,0.0,28.74,3.49,1156.0242857142857,0.4378888888888889,29.689281999999995,-81.993431,46.0,48.0,369.03000000000003,17.682142857142857,2000.0,74.0
0.0,2744.5499999999997,0.0,28.27,8.55,1260.8328571428572,0.4801428571428571,29.689281999999995,-81.993431,46.0,48.0,369.03000000000003,18.76214285714286,2000.0,81.0
79.00999999999999,2527.7200000000003,0.0,30.21,8.27,1336.7814285714285,0.539375,29.689281999999995,-81.993431,46.0,48.0,369.03000000000003,19.605,2000.0,88.0
0.0,3084.4,0.0,29.04,4.14,1338.9042857142856,0.56,29.689281999999995,-81.993431,46.0,48.0,369.0,18.530714285714286,2000.0,95.0
32.57,3238.71,0.0,29.43,3.49,1084.07,0.5680000000000001,29.689281999999995,-81.993431,46.0,48.0,369.0,16.924285714285716,2000.0,102.0
0.0,3126.3299999999995,0.0,29.97,11.71,1536.3228571428572,0.588125,29.689281999999995,-81.993431,46.0,48.0,369.0,20.951428571428572,2000.0,109.0
6.39,3075.2099999999996,0.0,28.58,8.51,1264.552857142857,0.591,29.689281999999995,-81.993431,46.0,48.0,369.0,18.84357142857143,2000.0,116.0
0.0,3404.17,0.0,29.75,9.83,1228.2728571428574,0.56975,29.689281999999995,-81.993431,46.0,48.0,368.72142857142865,20.73428571428571,2000.0,123.0
0.0,3290.7099999999996,0.0,34.26,13.09,1548.2185714285713,0.5485,29.689281999999995,-81.993431,46.0,48.0,368.61000000000007,24.214285714285715,2000.0,130.0
4.11,3090.6899999999996,0.0,34.68,15.2,1638.2757142857142,0.52725,29.689281999999995,-81.993431,46.0,48.0,368.61000000000007,24.886428571428574,2000.0,137.0
3.57,2959.07,0.0,35.34,16.08,1861.7085714285713,0.5107555555555555,29.689281999999995,-81.993431,46.0,48.0,368.61000000000007,26.51571428571429,2000.0,144.0
0.0,3141.63,0.0,36.22,15.16,1734.1342857142859,0.5163037037037037,29.689281999999995,-81.993431,46.0,48.0,368.80428571428575,26.032142857142855,2000.0,151.0
13.08,2941.42,0.0,36.62,16.59,1889.5228571428568,0.5218518518518519,29.689281999999995,-81.993431,46.0,48.0,369.29,26.363571428571426,2000.0,158.0
28.4,2720.6,0.0,35.05,16.49,2067.7442857142855,0.5274,29.689281999999995,-81.993431,46.0,48.0,369.29,26.531428571428574,2000.0,165.0
40.400000000000006,2509.46,0.0,35.19,20.79,2444.9314285714286,0.5329481481481482,29.689281999999995,-81.993431,46.0,48.0,369.29,27.63785714285714,2000.0,172.0
89.1,2110.8900000000003,0.0,32.79,18.83,2330.581428571428,0.5384962962962963,29.689281999999995,-81.993431,46.0,48.0,369.29,25.587142857142855,2000.0,179.0
35.62,2985.93,0.0,36.25,18.77,2348.8228571428576,0.5440444444444444,29.689281999999995,-81.993431,46.0,48.0,369.38000000000005,27.048571428571428,2000.0,186.0
0.0,2830.74,0.0,35.44,19.5,2527.057142857143,0.5495925925925926,29.689281999999995,-81.993431,46.0,48.0,369.38000000000005,27.12928571428571,2000.0,193.0
37.2,2745.5099999999998,0.0,36.77,20.76,2713.361428571429,0.5551407407407407,29.689281999999995,-81.993431,46.0,48.0,369.38000000000005,28.617857142857144,2000.0,200.0
58.72,2062.12,0.0,33.09,20.63,2577.197142857143,0.5606888888888889,29.689281999999995,-81.993431,46.0,48.0,369.38000000000005,26.50142857142857,2000.0,207.0
40.59,2549.18,0.0,33.73,20.97,2585.574285714286,0.566237037037037,29.689281999999995,-81.993431,46.0,48.0,369.5057142857142,27.19142857142857,2000.0,214.0
31.75,2674.1399999999994,0.0,34.29,21.5,2625.7328571428575,0.5717851851851852,29.689281999999995,-81.993431,46.0,48.0,369.59999999999997,27.80642857142857,2000.0,221.0
13.52,2974.0099999999998,0.0,34.39,20.04,2475.9828571428575,0.5773333333333334,29.689281999999995,-81.993431,46.0,48.0,369.59999999999997,27.117142857142856,2000.0,228.0
34.81,2639.26,0.0,34.38,21.19,2567.095714285714,0.5828814814814814,29.689281999999995,-81.993431,46.0,48.0,369.59999999999997,27.235000000000003,2000.0,235.0
51.800000000000004,2343.12,0.0,33.96,19.96,2499.6142857142854,0.5884296296296296,29.689281999999995,-81.993431,46.0,48.0,369.6485714285714,26.90071428571429,2000.0,242.0
139.95000000000002,1842.9500000000003,0.0,32.15,21.32,2626.0914285714284,0.5939777777777777,29.689281999999995,-81.993431,46.0,48.0,369.94,26.360714285714288,2000.0,249.0
40.92,2427.83,0.0,33.0,19.2,2482.8142857142852,0.5995259259259259,29.689281999999995,-81.993431,46.0,48.0,369.94,26.05428571428572,2000.0,256.0
62.38,2048.28,0.0,31.56,17.29,2396.5242857142853,0.6050740740740741,29.689281999999995,-81.993431,46.0,48.0,369.94,24.737142857142857,2000.0,263.0
18.08,2278.2000000000003,0.0,32.53,17.5,2432.0457142857144,0.6106222222222222,29.689281999999995,-81.993431,46.0,48.0,369.94,25.109999999999996,2000.0,270.0
14.86,2605.33,0.0,32.42,15.51,2110.165714285714,0.613,29.689281999999995,-81.993431,46.0,48.0,370.12,24.00142857142857,2000.0,277.0
0.0,2820.52,0.0,28.39,7.7,1476.042857142857,0.5619428571428572,29.689281999999995,-81.993431,46.0,48.0,370.15000000000003,18.41142857142857,2000.0,284.0
0.0,3027.58,0.0,28.8,8.56,1276.8428571428572,0.5741428571428572,29.689281999999995,-81.993431,46.0,48.0,370.15000000000003,19.142857142857142,2000.0,291.0
10.719999999999999,2166.49,0.0,27.66,12.26,1702.3828571428571,0.5863428571428572,29.689281999999995,-81.993431,46.0,48.0,370.15000000000003,20.67071428571429,2000.0,298.0
0.0,2569.0,0.0,28.92,10.07,1361.1757142857143,0.5985428571428572,29.689281999999995,-81.993431,46.0,48.0,370.27,19.619285714285716,2000.0,305.0
3.09,1980.12,0.0,29.08,12.68,1662.0900000000001,0.609,29.689281999999995,-81.993431,46.0,48.0,370.42999999999995,21.102142857142855,2000.0,312.0
2.75,2317.65,0.0,24.81,2.35,996.4457142857143,0.628,29.689281999999995,-81.993431,46.0,48.0,370.42999999999995,15.02142857142857,2000.0,319.0
