prcp(mm/day),srad(W/m2),swe(kg/m2),tmax(C),tmin(C),vp(Pa),fapar(-),lat,lon,elev_measured(m),elev_Daymet(m),CO2(ppm),t(C),year_mean,yday_mean
11.91,945.47,512.88,-2.95,-22.4,209.85142857142856,0.362,46.233909999999995,-89.53725399999999,521.0,514.0,369.09000000000003,-9.821428571428571,2000.0,4.0
8.8,1172.05,588.58,1.05,-19.99,182.56285714285715,0.362,46.233909999999995,-89.53725399999999,521.0,514.0,369.09000000000003,-10.236428571428572,2000.0,11.0
2.61,1309.88,610.4300000000001,-4.43,-27.66,129.03142857142856,0.362,46.233909999999995,-89.53725399999999,521.0,514.0,369.09000000000003,-14.595,2000.0,18.0
2.01,1561.23,629.72,-3.55,-26.25,93.6557142857143,0.362,46.233909999999995,-89.53725399999999,521.0,514.0,369.09000000000003,-16.537857142857142,2000.0,25.0
3.9099999999999997,1586.89,640.2499999999999,-1.81,-24.44,185.40714285714287,0.362,46.233909999999995,-89.53725399999999,521.0,514.0,368.8957142857143,-9.421428571428573,2000.0,32.0
4.54,1838.5400000000002,668.43,-1.54,-23.09,148.5457142857143,0.362,46.233909999999995,-89.53725399999999,521.0,514.0,368.75,-11.123571428571427,2000.0,39.0
17.619999999999997,2115.03,771.5899999999999,-3.31,-28.49,93.21428571428571,0.3819791666666666,46.233909999999995,-89.53725399999999,521.0,514.0,368.75,-15.244285714285713,2000.0,46.0
7.23,2069.3199999999997,805.3199999999999,10.27,-13.24,356.59142857142854,0.4019583333333333,46.233909999999995,-89.53725399999999,521.0,514.0,368.75,-0.7671428571428571,2000.0,53.0
0.0,2110.8,746.0299999999999,10.45,-7.45,448.4642857142857,0.4219374999999999,46.233909999999995,-89.53725399999999,521.0,514.0,368.87,1.5057142857142858,2000.0,60.0
23.92,2571.42,726.8699999999999,19.56,-13.1,395.51000000000005,0.4419166666666666,46.233909999999995,-89.53725399999999,521.0,514.0,369.03000000000003,3.4957142857142856,2000.0,67.0
7.12,2594.48,779.37,0.22,-22.39,202.05857142857144,0.4618958333333333,46.233909999999995,-89.53725399999999,521.0,514.0,369.03000000000003,-7.972857142857143,2000.0,74.0
