prcp(mm/day),srad(W/m2),swe(kg/m2),tmax(C),tmin(C),vp(Pa),fapar(-),lat,lon,elev_measured(m),elev_Daymet(m),CO2(ppm),t(C),year_mean,yday_mean
2.55,1859.59,0.0,18.79,-3.94,529.6957142857143,0.256,31.910680000000006,-110.83548999999996,997.0,998.0,369.09000000000003,6.357142857142857,2000.0,4.0
0.0,2266.53,0.0,25.41,-3.12,634.8199999999999,0.209,31.910680000000006,-110.83548999999996,997.0,998.0,369.09000000000003,11.247142857142858,2000.0,11.0
0.0,2200.24,0.0,28.27,4.83,925.1585714285715,0.191,31.910680000000006,-110.83548999999996,997.0,998.0,369.09000000000003,16.099285714285717,2000.0,18.0
0.0,2138.37,0.0,26.17,-0.27,660.2385714285714,0.23,31.910680000000006,-110.83548999999996,997.0,998.0,369.09000000000003,13.012142857142859,2000.0,25.0
0.0,2353.79,0.0,24.78,0.47,382.19999999999993,0.22,31.910680000000006,-110.83548999999996,997.0,998.0,368.8957142857143,11.207142857142857,2000.0,32.0
0.0,2607.55,0.0,26.09,2.58,292.62,0.256,31.910680000000006,-110.83548999999996,997.0,998.0,368.75,14.184285714285716,2000.0,39.0
0.0,2604.25,0.0,26.04,-0.51,296.77714285714285,0.318,31.910680000000006,-110.83548999999996,997.0,998.0,368.75,13.207142857142856,2000.0,46.0
3.26,2516.8100000000004,0.0,25.45,-0.49,287.1114285714285,0.268,31.910680000000006,-110.83548999999996,997.0,998.0,368.75,11.937857142857142,2000.0,53.0
0.0,2969.04,0.0,27.26,-0.27,279.8614285714286,0.203,31.910680000000006,-110.83548999999996,997.0,998.0,368.87,13.090714285714284,2000.0,60.0
43.81,2373.21,0.0,25.52,0.31,359.5185714285714,0.209,31.910680000000006,-110.83548999999996,997.0,998.0,369.03000000000003,9.893571428571429,2000.0,67.0
0.0,3284.04,0.0,27.25,1.56,378.52857142857147,0.246,31.910680000000006,-110.83548999999996,997.0,998.0,369.03000000000003,16.037142857142857,2000.0,74.0
0.0,3261.23,0.0,26.41,0.55,338.9428571428571,0.214,31.910680000000006,-110.83548999999996,997.0,998.0,369.03000000000003,12.774285714285716,2000.0,81.0
1.54,3246.39,0.0,27.75,5.77,413.79714285714283,0.202,31.910680000000006,-110.83548999999996,997.0,998.0,369.03000000000003,15.667857142857144,2000.0,88.0
0.0,3527.8199999999997,0.0,31.89,1.91,394.9714285714286,0.227,31.910680000000006,-110.83548999999996,997.0,998.0,369.0,16.722857142857144,2000.0,95.0
0.0,3465.04,0.0,32.09,9.05,500.07714285714286,0.208,31.910680000000006,-110.83548999999996,997.0,998.0,369.0,20.532142857142862,2000.0,102.0
