prcp(mm/day),srad(W/m2),swe(kg/m2),tmax(C),tmin(C),vp(Pa),fapar(-),lat,lon,elev_measured(m),elev_Daymet(m),CO2(ppm),t(C),year_mean,yday_mean
28.46,1415.82,676.0300000000001,14.16,-12.49,416.90714285714284,0.348,42.53691,-72.17264999999999,348.0,354.0,369.09000000000003,0.5378571428571427,2000.0,4.0
25.6,994.2200000000001,646.16,7.96,-18.11,441.28428571428566,0.348,42.53691,-72.17264999999999,348.0,354.0,369.09000000000003,-2.0114285714285716,2000.0,11.0
3.0,1777.1800000000003,673.0999999999999,1.44,-21.4,122.42857142857143,0.347125,42.53691,-72.17264999999999,348.0,354.0,369.09000000000003,-14.031428571428568,2000.0,18.0
23.99,1646.54,784.06,1.16,-21.78,175.14285714285714,0.3942941176470588,42.53691,-72.17264999999999,348.0,354.0,369.09000000000003,-11.577857142857143,2000.0,25.0
13.25,2018.56,929.4499999999999,5.41,-19.54,206.88285714285715,0.4564705882352941,42.53691,-72.17264999999999,348.0,354.0,368.8957142857143,-7.922857142857142,2000.0,32.0
6.3500000000000005,2245.6800000000003,956.7699999999999,6.39,-17.05,264.1771428571429,0.4947142857142857,42.53691,-72.17264999999999,348.0,354.0,368.75,-4.938571428571429,2000.0,39.0
52.120000000000005,2023.32,1186.71,5.65,-16.4,262.2528571428571,0.5010476190476191,42.53691,-72.17264999999999,348.0,354.0,368.75,-5.515,2000.0,46.0
27.55,2124.74,1395.6,13.65,-12.62,393.60571428571427,0.5073809523809524,42.53691,-72.17264999999999,348.0,354.0,368.75,-0.7164285714285713,2000.0,53.0
14.56,1940.03,1309.17,10.94,-4.99,545.6728571428572,0.535,42.53691,-72.17264999999999,348.0,354.0,368.87,2.465,2000.0,60.0
9.78,2872.92,1241.95,20.38,-5.47,526.4785714285714,0.559,42.53691,-72.17264999999999,348.0,354.0,369.03000000000003,4.477857142857142,2000.0,67.0
72.96,2390.3300000000004,1165.21,19.79,-7.36,484.6928571428571,0.4854285714285714,42.53691,-72.17264999999999,348.0,354.0,369.03000000000003,2.1878571428571423,2000.0,74.0
0.0,3511.7999999999997,1124.71,18.52,-14.12,421.4371428571429,0.516,42.53691,-72.17264999999999,348.0,354.0,369.03000000000003,1.5971428571428574,2000.0,81.0
25.24,2866.75,1026.79,16.58,-3.1,601.8757142857141,0.5029444444444444,42.53691,-72.17264999999999,348.0,354.0,369.03000000000003,5.97,2000.0,88.0
27.28,2703.6499999999996,894.58,17.31,-2.85,688.2785714285714,0.5196666666666667,42.53691,-72.17264999999999,348.0,354.0,369.0,7.265714285714286,2000.0,95.0
51.44,3057.0899999999997,757.5000000000001,23.37,-4.79,564.2371428571429,0.535,42.53691,-72.17264999999999,348.0,354.0,369.0,4.8864285714285725,2000.0,102.0
73.07000000000001,2294.1299999999997,644.27,22.31,-0.14,712.3771428571429,0.5505555555555556,42.53691,-72.17264999999999,348.0,354.0,369.0,7.126428571428572,2000.0,109.0
37.34,1965.7,486.09999999999997,12.87,-1.34,644.4828571428571,0.5661111111111111,42.53691,-72.17264999999999,348.0,354.0,369.0,4.189285714285715,2000.0,116.0
3.71,4271.74,358.0400000000001,25.87,-1.16,699.5457142857142,0.5750000000000001,42.53691,-72.17264999999999,348.0,354.0,368.72142857142865,10.138571428571428,2000.0,123.0
49.04,3056.58,92.73999999999998,32.05,4.49,1179.2957142857142,0.5975454545454545,42.53691,-72.17264999999999,348.0,354.0,368.61000000000007,16.154285714285713,2000.0,130.0
38.09,2640.04,0.0,21.09,0.16,903.8985714285715,0.6875,42.53691,-72.17264999999999,348.0,354.0,368.61000000000007,10.957857142857142,2000.0,137.0
35.73,2087.0499999999997,0.0,19.38,2.65,1016.39,0.77,42.53691,-72.17264999999999,348.0,354.0,368.61000000000007,11.687142857142858,2000.0,144.0
20.029999999999998,3200.35,0.0,29.46,2.95,1003.9057142857143,0.8393333333333334,42.53691,-72.17264999999999,348.0,354.0,368.80428571428575,14.362857142857141,2000.0,151.0
83.3,2764.61,0.0,25.02,4.51,1007.2014285714284,0.8517058823529412,42.53691,-72.17264999999999,348.0,354.0,369.29,13.502857142857142,2000.0,158.0
