prcp(mm/day),srad(W/m2),swe(kg/m2),tmax(C),tmin(C),vp(Pa),fapar(-),lat,lon,elev_measured(m),elev_Daymet(m),CO2(ppm),t(C),year_mean,yday_mean
3.52,1595.3300000000002,36.70000000000001,19.67,-6.6,652.0085714285714,0.35,38.892925,-78.139494,352.0,341.0,369.09000000000003,6.547142857142858,2000.0,4.0
8.67,1456.89,0.0,12.91,-8.49,514.8785714285714,0.415,38.892925,-78.139494,352.0,341.0,369.09000000000003,3.2357142857142853,2000.0,11.0
4.18,1451.1599999999999,12.54,10.65,-11.11,308.3671428571429,0.4,38.892925,-78.139494,352.0,341.0,369.09000000000003,-3.849285714285714,2000.0,18.0
12.04,1631.5,89.51,1.57,-16.09,263.18142857142857,0.295,38.892925,-78.139494,352.0,341.0,369.09000000000003,-6.633571428571428,2000.0,25.0
11.29,1959.14,186.17,4.9,-13.48,318.99571428571426,0.2948333333333333,38.892925,-78.139494,352.0,341.0,368.8957142857143,-3.4207142857142854,2000.0,32.0
0.0,2310.15,177.23000000000002,14.27,-7.9,437.4642857142857,0.3846666666666666,38.892925,-78.139494,352.0,341.0,368.75,1.7428571428571427,2000.0,39.0
41.45,2093.8100000000004,128.3,15.56,-5.7,486.04571428571427,0.436,38.892925,-78.139494,352.0,341.0,368.75,2.9221428571428576,2000.0,46.0
0.0,2642.0199999999995,47.260000000000005,22.42,-3.78,635.9257142857143,0.4378571428571429,38.892925,-78.139494,352.0,341.0,368.75,7.435714285714286,2000.0,53.0
16.4,2040.82,0.0,17.06,-2.18,729.1342857142857,0.473,38.892925,-78.139494,352.0,341.0,368.87,8.024285714285714,2000.0,60.0
0.0,2714.15,0.0,27.57,-3.55,775.2771428571428,0.444,38.892925,-78.139494,352.0,341.0,369.03000000000003,11.716428571428574,2000.0,67.0
24.06,1954.1200000000001,0.0,20.15,-3.51,718.0271428571428,0.5245000000000001,38.892925,-78.139494,352.0,341.0,369.03000000000003,7.264999999999999,2000.0,74.0
38.370000000000005,1952.62,0.0,20.25,-7.32,618.4514285714286,0.536,38.892925,-78.139494,352.0,341.0,369.03000000000003,4.692857142857143,2000.0,81.0
6.27,2697.05,0.0,23.09,-0.77,745.6,0.5720000000000001,38.892925,-78.139494,352.0,341.0,369.03000000000003,9.764285714285714,2000.0,88.0
7.72,2771.7799999999997,0.0,25.14,-0.15,890.5214285714285,0.592,38.892925,-78.139494,352.0,341.0,369.0,12.738571428571431,2000.0,95.0
25.919999999999998,2827.76,0.0,19.9,-1.93,708.7171428571429,0.6267777777777778,38.892925,-78.139494,352.0,341.0,369.0,8.245714285714286,2000.0,102.0
51.83,2019.03,0.0,24.09,4.33,1015.7057142857144,0.7135,38.892925,-78.139494,352.0,341.0,369.0,12.509285714285713,2000.0,109.0
5.5,2319.86,0.0,16.49,3.08,866.1642857142857,0.8002222222222223,38.892925,-78.139494,352.0,341.0,369.0,9.524285714285712,2000.0,116.0
