prcp(mm/day),srad(W/m2),swe(kg/m2),tmax(C),tmin(C),vp(Pa),fapar(-),lat,lon,elev_measured(m),elev_Daymet(m),CO2(ppm),t(C),year_mean,yday_mean
0.0,7.89,203.84,-14.45,-39.69,37.69857142857143,0.266,65.15400999999999,-147.50258,230.0,266.0,369.09000000000003,-29.427142857142854,2000.0,4.0
2.04,16.3,205.88,-16.83,-35.49,51.09428571428572,0.266,65.15400999999999,-147.50258,230.0,266.0,369.09000000000003,-27.554285714285715,2000.0,11.0
39.92,29.53,376.72,-3.88,-31.35,200.7642857142857,0.266,65.15400999999999,-147.50258,230.0,266.0,369.09000000000003,-13.464285714285714,2000.0,18.0
16.06,76.16,583.01,-1.71,-15.29,302.36571428571426,0.266,65.15400999999999,-147.50258,230.0,266.0,369.09000000000003,-6.477142857142857,2000.0,25.0
0.0,197.18,597.1700000000001,2.59,-25.04,164.4714285714286,0.266,65.15400999999999,-147.50258,230.0,266.0,368.8957142857143,-13.128571428571428,2000.0,32.0
0.0,284.55,597.1700000000001,-0.96,-14.01,258.32142857142856,0.266,65.15400999999999,-147.50258,230.0,266.0,368.75,-7.323571428571428,2000.0,39.0
0.0,447.73,597.1700000000001,-2.26,-15.95,240.86285714285714,0.266,65.15400999999999,-147.50258,230.0,266.0,368.75,-8.274285714285714,2000.0,46.0
0.0,606.13,597.1700000000001,-3.77,-18.22,207.69571428571427,0.266,65.15400999999999,-147.50258,230.0,266.0,368.75,-10.005714285714287,2000.0,53.0
0.0,941.66,597.1700000000001,2.69,-20.27,197.38285714285712,0.266,65.15400999999999,-147.50258,230.0,266.0,368.87,-8.630714285714285,2000.0,60.0
0.0,1105.33,597.1700000000001,3.7,-18.34,226.98857142857145,0.266,65.15400999999999,-147.50258,230.0,266.0,369.03000000000003,-7.32,2000.0,67.0
0.0,1247.48,597.1700000000001,3.04,-16.75,257.9057142857143,0.26536,65.15400999999999,-147.50258,230.0,266.0,369.03000000000003,-5.9957142857142856,2000.0,74.0
0.5,1381.32,600.74,3.78,-12.11,304.0557142857143,0.26312,65.15400999999999,-147.50258,230.0,266.0,369.03000000000003,-3.9414285714285713,2000.0,81.0
1.22,1673.3200000000002,606.84,6.97,-25.1,216.3757142857143,0.26088,65.15400999999999,-147.50258,230.0,266.0,369.03000000000003,-7.395714285714286,2000.0,88.0
0.0,1809.4499999999998,609.28,5.28,-17.2,244.43142857142857,0.2598461538461538,65.15400999999999,-147.50258,230.0,266.0,369.0,-6.529999999999999,2000.0,95.0
0.0,2188.16,606.33,10.75,-15.48,264.4814285714286,0.2630769230769231,65.15400999999999,-147.50258,230.0,266.0,369.0,-1.6785714285714284,2000.0,102.0
0.0,1949.0,585.13,10.7,-10.83,229.97,0.2663076923076923,65.15400999999999,-147.50258,230.0,266.0,369.0,-0.32142857142857145,2000.0,109.0
0.0,2227.3700000000003,526.25,11.1,-5.29,167.56714285714287,0.2695384615384615,65.15400999999999,-147.50258,230.0,266.0,369.0,2.9657142857142853,2000.0,116.0
0.0,2432.6800000000003,452.62000000000006,12.72,-7.24,171.78142857142856,0.33,65.15400999999999,-147.50258,230.0,266.0,368.72142857142865,3.7292857142857145,2000.0,123.0
0.0,2314.69,403.41999999999996,16.18,-5.42,169.35857142857142,0.3657142857142857,65.15400999999999,-147.50258,230.0,266.0,368.61000000000007,3.417857142857143,2000.0,130.0
0.0,2534.9999999999995,326.68,16.78,-6.16,203.0,0.3928333333333333,65.15400999999999,-147.50258,230.0,266.0,368.61000000000007,5.626428571428571,2000.0,137.0
41.72,1704.33,170.55,12.79,-0.2,250.64857142857142,0.4327916666666667,65.15400999999999,-147.50258,230.0,266.0,368.61000000000007,6.260000000000001,2000.0,144.0
4.82,2366.08,35.980000000000004,18.37,0.01,288.26142857142855,0.47275,65.15400999999999,-147.50258,230.0,266.0,368.80428571428575,9.20142857142857,2000.0,151.0
0.0,2439.37,0.0,26.1,3.83,366.2685714285714,0.557,65.15400999999999,-147.50258,230.0,266.0,369.29,15.294285714285715,2000.0,158.0
7.74,1991.83,0.0,26.52,6.31,528.3457142857143,0.6880000000000001,65.15400999999999,-147.50258,230.0,266.0,369.29,15.222857142857142,2000.0,165.0
8.72,2066.7500000000005,0.0,26.46,4.23,430.47142857142853,0.722,65.15400999999999,-147.50258,230.0,266.0,369.29,13.832857142857142,2000.0,172.0
0.0,1910.49,0.0,27.01,5.58,622.7028571428572,0.6940000000000001,65.15400999999999,-147.50258,230.0,266.0,369.29,15.500714285714285,2000.0,179.0
2.85,1787.62,0.0,26.3,7.36,700.55,0.6334117647058823,65.15400999999999,-147.50258,230.0,266.0,369.38000000000005,15.079285714285716,2000.0,186.0
45.07,1616.74,0.0,25.68,3.2,987.1485714285715,0.6810294117647059,65.15400999999999,-147.50258,230.0,266.0,369.38000000000005,14.539285714285715,2000.0,193.0
3.9299999999999997,1948.41,0.0,24.0,5.03,956.1285714285715,0.6882352941176471,65.15400999999999,-147.50258,230.0,266.0,369.38000000000005,14.661428571428571,2000.0,200.0
10.21,1751.9699999999998,0.0,21.74,0.59,848.0285714285714,0.6954411764705882,65.15400999999999,-147.50258,230.0,266.0,369.38000000000005,10.634285714285713,2000.0,207.0
