uid,namedLocation,domainID,siteID,decimalLatitude,decimalLongitude,geodeticDatum,coordinateUncertainty,elevation,elevationUncertainty,plotType,nlcdClass,plotID,subplotID,endDate,boutNumber,eventID,samplingProtocolVersion,divDataType,targetTaxaPresent,otherVariablesPresent,taxonID,scientificName,taxonRank,family,nativeStatusCode,identificationQualifier,taxonIDRemarks,morphospeciesID,morphospeciesIDRemarks,identificationReferences,otherVariables,percentCover,heightPlantOver300cm,heightPlantSpecies,remarks,measuredBy,recordedBy,samplingImpractical,samplingImpracticalRemarks,biophysicalCriteria
"8d99640a-ef09-4482-8863-8ca8be0b9f3c","HARV_015.basePlot.div","D01","HARV",42.538822,-72.182055,"WGS84",20.11,363.0,0.1,"distributed","deciduousForest","HARV_015","41.4.1","2021-06-01",1,"HARV_015.1.2021","NEON.DOC.014042vL","plantSpecies","Y","Y","VAAN","Vaccinium angustifolium Aiton","species","Ericaceae","N",,,,,"Haines, A. 2011. Flora Novae Angliae: a manual for the identification of native and naturalized higher vascular plants of New England. Yale University Press, New Haven, Connecticut, USA.",,2.00,"N",,,"0000-0002-7459-3860","0000-0002-4682-3753","OK",,"OK - no known exceptions"
"85c7877c-3eb4-4455-b9b2-226ee9c78e6b","HARV_015.basePlot.div","D01","HARV",42.538822,-72.182055,"WGS84",20.11,363.0,0.1,"distributed","deciduousForest","HARV_015","41.4.1","2021-06-01",1,"HARV_015.1.2021","NEON.DOC.014042vL","otherVariables","Y","Y",,,,,,,,,,,"moss",0.50,,,,"0000-0002-7459-3860","0000-0002-4682-3753","OK",,"OK - no known exceptions"
"a7b917d3-3e5a-4227-9007-a25a34296214","HARV_015.basePlot.div","D01","HARV",42.538822,-72.182055,"WGS84",20.11,363.0,0.1,"distributed","deciduousForest","HARV_015","41.4.1","2021-06-01",1,"HARV_015.1.2021","NEON.DOC.014042vL","plantSpecies","Y","Y","GAPR2","Gaultheria procumbens L.","species","Ericaceae","N",,,,,"Haines, A. 2011. Flora Novae Angliae: a manual for the identification of native and naturalized higher vascular plants of New England. Yale University Press, New Haven, Connecticut, USA.",,3.00,"N",,,"0000-0002-7459-3860","0000-0002-4682-3753","OK",,"OK - no known exceptions"
"58ac1775-2f7a-4afb-8da9-c3518a056694","HARV_015.basePlot.div","D01","HARV",42.538822,-72.182055,"WGS84",20.11,363.0,0.1,"distributed","deciduousForest","HARV_015","41.4.1","2021-06-01",1,"HARV_015.1.2021","NEON.DOC.014042vL","plantSpecies","Y","Y","BELE","Betula lenta L.","species","Betulaceae","N",,,,,"Haines, A. 2011. Flora Novae Angliae: a manual for the identification of native and naturalized higher vascular plants of New England. Yale University Press, New Haven, Connecticut, USA.",,0.50,"N",,,"0000-0002-7459-3860","0000-0002-4682-3753","OK",,"OK - no known exceptions"
"e2db1621-e9a9-4d75-bdc3-c515ec47947e","HARV_015.basePlot.div","D01","HARV",42.538822,-72.182055,"WGS84",20.11,363.0,0.1,"distributed","deciduousForest","HARV_015","41.4.1","2021-06-01",1,"HARV_015.1.2021","NEON.DOC.014042vL","otherVariables","Y","Y",,,,,,,,,,,"standingDeadWoody",0.50,,,,"0000-0002-7459-3860","0000-0002-4682-3753","OK",,"OK - no known exceptions"
"d93e78fc-060b-488d-a7a3-935bbea78f39","HARV_015.basePlot.div","D01","HARV",42.538822,-72.182055,"WGS84",20.11,363.0,0.1,"distributed","deciduousForest","HARV_015","41.4.1","2021-06-01",1,"HARV_015.1.2021","NEON.DOC.014042vL","plantSpecies","Y","Y","CAREX","Carex sp.","genus","Cyperaceae","UNK",,,,,"Haines, A. 2011. Flora Novae Angliae: a manual for the identification of native and naturalized higher vascular plants of New England. Yale University Press, New Haven, Connecticut, USA.",,0.50,"N",,,"0000-0002-7459-3860","0000-0002-4682-3753","OK",,"OK - no known exceptions"
"a853b3d9-c0da-4e5f-bce0-a2697f6489d7","HARV_015.basePlot.div","D01","HARV",42.538822,-72.182055,"WGS84",20.11,363.0,0.1,"distributed","deciduousForest","HARV_015","41.4.1","2021-06-01",1,"HARV_015.1.2021","NEON.DOC.014042vL","plantSpecies","Y","Y","EPIGA","Epigaea sp.","genus","Ericaceae","N",,,,,"Haines, A. 2011. Flora Novae Angliae: a manual for the identification of native and naturalized higher vascular plants of New England. Yale University Press, New Haven, Connecticut, USA.",,2.00,"N",,,"0000-0002-7459-3860","0000-0002-4682-3753","OK",,"OK - no known exceptions"
"f93353c8-4545-4de2-b3ef-73ac01a1df64","HARV_015.basePlot.div","D01","HARV",42.538822,-72.182055,"WGS84",20.11,363.0,0.1,"distributed","deciduousForest","HARV_015","41.4.1","2021-06-01",1,"HARV_015.1.2021","NEON.DOC.014042vL","otherVariables","Y","Y",,,,,,,,,,,"standingDeadHerbaceous",0.50,,,,"0000-0002-7459-3860","0000-0002-4682-3753","OK",,"OK - no known exceptions"
"178b53ad-d7c0-476a-aab8-35be7bd005b9","HARV_015.basePlot.div","D01","HARV",42.538822,-72.182055,"WGS84",20.11,363.0,0.1,"distributed","deciduousForest","HARV_015","41.4.1","2021-06-01",1,"HARV_015.1.2021","NEON.DOC.014042vL","plantSpecies","Y","Y","LYCOP2","Lycopodium sp.","genus","Lycopodiaceae","N",,,,,"Haines, A. 2011. Flora Novae Angliae: a manual for the identification of native and naturalized higher vascular plants of New England. Yale University Press, New Haven, Connecticut, USA.",,0.50,"N",,,"0000-0002-7459-3860","0000-0002-4682-3753","OK",,"OK - no known exceptions"
"8bf01fa3-97f9-47e8-b90d-fbf7a7aaa594","HARV_015.basePlot.div","D01","HARV",42.538822,-72.182055,"WGS84",20.11,363.0,0.1,"distributed","deciduousForest","HARV_015","41.4.1","2021-06-01",1,"HARV_015.1.2021","NEON.DOC.014042vL","plantSpecies","Y","Y","QUVE","Quercus velutina Lam.","species","Fagaceae","N",,,,,"Haines, A. 2011. Flora Novae Angliae: a manual for the identification of native and naturalized higher vascular plants of New England. Yale University Press, New Haven, Connecticut, USA.",,4.00,"Y",,,"0000-0002-7459-3860","0000-0002-4682-3753","OK",,"OK - no known exceptions"
