date,wssWindSpeedMean,wssWindSpeedMinimum,wssWindSpeedMaximum,wssWindSpeedVariance,wssWindSpeedStdErMean,wssWindSpeedNumPts,windSpeedQF
"2019-03-01",,,,-0.00,,0.0,1
"2019-03-02",,,,-0.00,,0.0,1
"2019-03-03",,,,-0.00,,0.0,1
"2019-03-04",,,,-0.00,,0.0,1
"2019-03-05",,,,-0.00,,0.0,1
"2019-03-06",,,,-0.00,,0.0,1
"2019-03-07",,,,-0.00,,0.0,1
"2019-03-08",0.11,0.00,2.55,0.02,0.00,5074.0,1
"2019-03-09",0.65,0.00,23.30,2.77,0.01,38156.0,1
"2019-03-10",0.01,0.00,0.08,0.00,0.00,86391.0,0
"2019-03-11",0.02,0.00,0.48,0.00,0.00,86347.0,0
"2019-03-12",0.03,0.00,0.13,0.00,0.00,86388.0,0
"2019-03-13",0.26,0.00,2.48,0.46,0.00,86384.0,0
"2019-03-14",1.98,0.00,2.55,0.87,0.00,86357.0,0
"2019-03-15",0.12,0.00,2.49,0.02,0.00,5889.0,1
"2019-03-16",2.52,0.00,20.64,6.12,0.15,284.0,1
"2019-03-17",0.08,0.00,3.16,0.02,0.00,62650.0,1
"2019-03-18",0.02,0.00,0.08,0.00,0.00,86394.0,0
"2019-03-19",0.03,0.00,0.14,0.00,0.00,86385.0,0
"2019-03-20",0.02,0.00,0.09,0.00,0.00,86394.0,0
"2019-03-21",0.04,0.00,0.17,0.00,0.00,86384.0,0
"2019-03-22",0.03,0.00,0.13,0.00,0.00,28796.0,1
"2019-03-23",0.03,0.00,0.22,0.00,0.00,68394.0,1
"2019-03-24",0.04,0.00,0.27,0.00,0.00,86379.0,0
"2019-03-25",0.07,0.00,0.62,0.00,0.00,86184.0,0
"2019-03-26",0.06,0.00,0.67,0.00,0.00,86204.0,0
"2019-03-27",0.07,0.00,0.73,0.00,0.00,86379.0,0
"2019-03-28",0.10,0.00,0.91,0.01,0.00,86377.0,0
"2019-03-29",0.15,0.00,1.09,0.01,0.00,86371.0,0
"2019-03-30",0.11,0.00,0.67,0.00,0.00,86382.0,0
"2019-03-31",0.10,0.00,1.27,0.01,0.00,86376.0,0
