date,wssWindSpeedMean,wssWindSpeedMinimum,wssWindSpeedMaximum,wssWindSpeedVariance,wssWindSpeedStdErMean,wssWindSpeedNumPts,windSpeedQF
"2020-05-01",1.87,0.01,9.47,1.22,0.00,86369.0,0
"2020-05-02",2.88,0.00,10.51,2.01,0.00,86371.0,0
"2020-05-03",1.36,0.00,7.56,0.99,0.00,86368.0,0
"2020-05-04",3.08,0.02,9.80,2.53,0.01,86369.0,0
"2020-05-05",1.74,0.00,8.67,2.16,0.00,86376.0,0
"2020-05-06",2.03,0.00,8.20,1.98,0.00,86377.0,0
"2020-05-07",3.29,0.00,11.18,3.53,0.01,86371.0,0
"2020-05-08",3.39,0.01,11.35,3.72,0.01,86371.0,0
"2020-05-09",3.12,0.00,11.34,4.21,0.01,86373.0,0
"2020-05-10",1.52,0.00,8.17,1.19,0.00,86371.0,0
"2020-05-11",1.76,0.01,5.44,0.83,0.00,86372.0,0
"2020-05-12",1.62,0.00,8.09,0.79,0.00,86372.0,0
"2020-05-13",1.35,0.00,6.06,0.77,0.00,86375.0,0
"2020-05-14",1.38,0.00,7.38,0.82,0.00,86180.0,0
"2020-05-15",1.56,0.00,6.55,0.71,0.00,86374.0,0
"2020-05-16",2.10,0.00,8.66,2.10,0.00,86373.0,0
"2020-05-17",1.28,0.00,9.05,1.27,0.00,86374.0,0
"2020-05-18",1.58,0.00,6.49,1.10,0.00,86376.0,0
"2020-05-19",1.70,0.00,11.43,2.25,0.01,86375.0,0
"2020-05-20",3.58,0.01,12.30,3.62,0.01,86373.0,0
"2020-05-21",2.20,0.01,10.57,1.71,0.00,86378.0,0
"2020-05-22",1.70,0.00,7.33,1.64,0.00,86372.0,0
"2020-05-23",1.93,0.00,9.64,2.25,0.01,86371.0,0
"2020-05-24",2.57,0.00,9.30,1.76,0.00,86370.0,0
"2020-05-25",1.48,0.00,7.29,0.93,0.00,86302.0,0
"2020-05-26",1.28,0.00,6.81,0.98,0.00,86374.0,0
"2020-05-27",1.24,0.00,6.74,0.83,0.00,86373.0,0
"2020-05-28",2.10,0.01,6.56,1.31,0.00,86373.0,0
"2020-05-29",1.25,0.00,5.48,0.62,0.00,86374.0,0
"2020-05-30",1.40,0.00,6.59,0.79,0.00,86376.0,0
"2020-05-31",1.36,0.00,5.67,0.79,0.00,86374.0,0
