date,wssWindSpeedMean,wssWindSpeedMinimum,wssWindSpeedMaximum,wssWindSpeedVariance,wssWindSpeedStdErMean,wssWindSpeedNumPts,windSpeedQF
"2021-03-01",0.75,0.00,3.14,0.10,0.00,86304.0,0
"2021-03-02",0.71,0.00,3.71,0.08,0.00,86373.0,0
"2021-03-03",0.55,0.00,2.56,0.07,0.00,86378.0,0
"2021-03-04",0.61,0.00,3.65,0.13,0.00,86377.0,0
"2021-03-05",0.61,0.00,2.81,0.08,0.00,86372.0,0
"2021-03-06",0.72,0.00,4.60,0.26,0.00,86374.0,0
"2021-03-07",0.54,0.00,3.15,0.12,0.00,86369.0,0
"2021-03-08",0.46,0.00,3.67,0.13,0.00,86377.0,0
"2021-03-09",0.52,0.00,3.10,0.12,0.00,86371.0,0
"2021-03-10",0.66,0.00,4.87,0.22,0.00,86376.0,0
"2021-03-11",0.46,0.00,3.38,0.08,0.00,72982.0,0
"2021-03-12",0.56,0.00,3.79,0.15,0.00,86376.0,0
"2021-03-13",0.63,0.00,3.58,0.12,0.00,86374.0,0
"2021-03-14",0.52,0.00,2.94,0.10,0.00,86378.0,0
"2021-03-15",0.72,0.00,4.74,0.31,0.00,86372.0,0
"2021-03-16",0.59,0.00,3.83,0.17,0.00,86367.0,0
"2021-03-17",0.56,0.00,2.99,0.09,0.00,86374.0,0
"2021-03-18",0.48,0.00,3.05,0.10,0.00,86372.0,0
"2021-03-19",0.43,0.00,3.67,0.09,0.00,86376.0,0
"2021-03-20",0.65,0.00,4.67,0.18,0.00,86371.0,0
"2021-03-21",0.64,0.00,4.11,0.14,0.00,85478.0,0
"2021-03-22",0.54,0.00,3.13,0.08,0.00,83646.0,0
"2021-03-23",0.65,0.00,3.65,0.12,0.00,86367.0,0
"2021-03-24",0.73,0.00,6.92,0.25,0.00,86369.0,0
"2021-03-25",0.50,0.00,2.88,0.10,0.00,86371.0,0
"2021-03-26",0.51,0.00,2.85,0.11,0.00,86369.0,0
"2021-03-27",0.52,0.00,2.87,0.07,0.00,86373.0,0
"2021-03-28",0.43,0.00,2.34,0.06,0.00,86371.0,0
"2021-03-29",0.44,0.00,2.96,0.06,0.00,86371.0,0
"2021-03-30",0.49,0.00,2.81,0.11,0.00,86374.0,0
"2021-03-31",0.46,0.00,2.31,0.06,0.00,86372.0,0
