date,wssWindSpeedMean,wssWindSpeedMinimum,wssWindSpeedMaximum,wssWindSpeedVariance,wssWindSpeedStdErMean,wssWindSpeedNumPts,windSpeedQF
"2018-01-01",1.21,0.01,5.83,0.33,0.00,86364.0,0
"2018-01-02",0.82,0.00,4.52,0.14,0.00,86378.0,0
"2018-01-03",0.64,0.00,3.56,0.14,0.00,86373.0,0
"2018-01-04",0.91,0.00,4.50,0.21,0.00,86375.0,0
"2018-01-05",0.58,0.00,2.87,0.12,0.00,86371.0,0
"2018-01-06",0.49,0.00,2.97,0.09,0.00,84492.0,0
"2018-01-07",0.78,0.00,3.93,0.17,0.00,86375.0,0
"2018-01-08",0.87,0.00,6.15,0.23,0.00,86376.0,0
"2018-01-09",0.51,0.00,2.68,0.09,0.00,86369.0,0
"2018-01-10",0.63,0.00,4.99,0.13,0.00,86372.0,0
"2018-01-11",0.94,0.00,4.97,0.21,0.00,86375.0,0
"2018-01-12",1.29,0.00,7.96,0.37,0.00,86381.0,0
"2018-01-13",1.08,0.00,5.25,0.29,0.00,86372.0,0
"2018-01-14",0.73,0.00,3.03,0.11,0.00,86371.0,0
"2018-01-15",0.61,0.00,2.94,0.13,0.00,86370.0,0
"2018-01-16",0.80,0.00,4.73,0.18,0.00,86373.0,0
"2018-01-17",1.11,0.00,5.77,0.31,0.00,86376.0,0
"2018-01-18",0.72,0.00,3.17,0.12,0.00,86373.0,0
"2018-01-19",0.42,0.00,2.62,0.07,0.00,86379.0,0
"2018-01-20",0.72,0.00,3.57,0.14,0.00,86373.0,0
"2018-01-21",0.88,0.00,3.72,0.10,0.00,86377.0,0
"2018-01-22",1.19,0.01,4.92,0.20,0.00,86373.0,0
"2018-01-23",1.13,0.00,4.85,0.25,0.00,86370.0,0
"2018-01-24",0.83,0.00,4.03,0.21,0.00,86375.0,0
"2018-01-25",0.56,0.00,2.53,0.09,0.00,86369.0,0
"2018-01-26",0.78,0.00,4.26,0.17,0.00,86371.0,0
"2018-01-27",0.82,0.00,3.45,0.15,0.00,86369.0,0
"2018-01-28",0.53,0.00,2.64,0.08,0.00,86374.0,0
"2018-01-29",0.90,0.00,5.75,0.22,0.00,86381.0,0
"2018-01-30",0.91,0.00,5.43,0.25,0.00,86370.0,0
"2018-01-31",0.82,0.00,5.12,0.28,0.00,86373.0,0
