date,wssPrecipTotal,precipQF
"2020-10-01",0.020,0
"2020-10-02",0.190,0
"2020-10-03",0.390,0
"2020-10-04",0.310,0
"2020-10-05",0.250,0
"2020-10-06",0.000,0
"2020-10-07",0.000,0
"2020-10-08",0.190,0
"2020-10-09",0.150,0
"2020-10-10",0.140,0
"2020-10-11",0.000,0
"2020-10-12",0.020,0
"2020-10-13",0.380,0
"2020-10-14",0.480,0
"2020-10-15",0.160,0
"2020-10-16",1.490,0
"2020-10-17",2.010,0
"2020-10-18",0.020,0
"2020-10-19",0.210,0
"2020-10-20",5.580,0
"2020-10-21",0.000,1
"2020-10-22",0.040,0
"2020-10-23",0.080,0
"2020-10-24",0.000,0
"2020-10-25",0.000,0
"2020-10-26",0.000,0
"2020-10-27",0.050,0
"2020-10-28",0.000,0
"2020-10-29",1.650,0
"2020-10-30",0.000,0
"2020-10-31",2.110,0
