date,wssPrecipTotal,precipQF
"2019-08-01",0.860,0
"2019-08-02",0.520,0
"2019-08-03",1.790,0
"2019-08-04",1.040,1
"2019-08-05",1.400,0
"2019-08-06",1.640,0
"2019-08-07",4.590,0
"2019-08-08",11.590,0
"2019-08-09",1.090,1
"2019-08-10",1.360,1
"2019-08-11",1.460,0
"2019-08-12",1.090,0
"2019-08-13",1.910,0
"2019-08-14",1.840,0
"2019-08-15",1.310,0
"2019-08-16",1.220,0
"2019-08-17",0.750,0
"2019-08-18",4.530,0
"2019-08-19",1.930,0
"2019-08-20",1.070,0
"2019-08-21",4.720,0
"2019-08-22",1.760,0
"2019-08-23",1.440,0
"2019-08-24",0.790,1
"2019-08-25",0.810,1
"2019-08-26",0.750,0
"2019-08-27",1.170,0
"2019-08-28",7.470,0
"2019-08-29",4.280,0
"2019-08-30",1.310,0
"2019-08-31",1.280,0
