date,wssPrecipTotal,precipQF
"2018-10-01",1.210,0
"2018-10-02",1.190,0
"2018-10-03",2.160,0
"2018-10-04",1.860,0
"2018-10-05",7.330,0
"2018-10-06",17.040,0
"2018-10-07",0.160,1
"2018-10-08",1.260,0
"2018-10-09",5.070,0
"2018-10-10",2.040,0
"2018-10-11",1.360,0
"2018-10-12",1.360,0
"2018-10-13",1.540,0
"2018-10-14",1.880,0
"2018-10-15",1.930,0
"2018-10-16",1.590,0
"2018-10-17",1.850,0
"2018-10-18",1.320,0
"2018-10-19",1.450,0
"2018-10-20",1.190,0
"2018-10-21",1.430,0
"2018-10-22",1.260,0
"2018-10-23",1.340,0
"2018-10-24",1.030,0
"2018-10-25",2.990,0
"2018-10-26",8.980,0
"2018-10-27",5.440,0
"2018-10-28",65.400,0
"2018-10-29",13.710,0
"2018-10-30",2.490,0
"2018-10-31",6.320,0
