date,wssPrecipTotal,precipQF
"2021-11-01",1.270,1
"2021-11-02",2.810,0
"2021-11-03",0.690,1
"2021-11-04",0.610,1
"2021-11-05",0.390,1
"2021-11-06",0.920,1
"2021-11-07",0.800,1
"2021-11-08",0.780,1
"2021-11-09",2.170,1
"2021-11-10",1.730,1
"2021-11-11",1.590,1
"2021-11-12",12.260,1
"2021-11-13",0.930,1
"2021-11-14",0.750,1
"2021-11-15",0.840,1
"2021-11-16",0.800,1
"2021-11-17",0.940,1
"2021-11-18",2.310,1
"2021-11-19",1.340,1
"2021-11-20",0.950,1
"2021-11-21",0.630,1
"2021-11-22",0.900,1
"2021-11-23",0.720,1
"2021-11-24",0.500,1
"2021-11-25",0.410,1
"2021-11-26",0.570,1
"2021-11-27",0.440,1
"2021-11-28",0.690,1
"2021-11-29",0.520,1
"2021-11-30",0.620,1
