date,wssPrecipTotal,precipQF
"2022-02-01",0.140,0
"2022-02-02",0.460,0
"2022-02-03",0.670,0
"2022-02-04",0.590,0
"2022-02-05",0.790,0
"2022-02-06",0.550,0
"2022-02-07",0.520,0
"2022-02-08",0.860,0
"2022-02-09",1.310,0
"2022-02-10",0.400,0
"2022-02-11",1.560,0
"2022-02-12",0.770,0
"2022-02-13",0.530,0
"2022-02-14",0.730,0
"2022-02-15",0.560,0
"2022-02-16",0.620,0
"2022-02-17",0.730,0
"2022-02-18",0.530,0
"2022-02-19",1.570,0
"2022-02-20",0.940,0
"2022-02-21",1.050,0
"2022-02-22",0.660,1
"2022-02-23",0.700,1
"2022-02-24",1.060,0
"2022-02-25",0.780,1
"2022-02-26",0.960,1
"2022-02-27",1.140,1
"2022-02-28",0.120,1
