date,wssPrecipTotal,precipQF
"2020-03-01",1.070,1
"2020-03-02",3.310,1
"2020-03-03",1.920,1
"2020-03-04",3.230,1
"2020-03-05",3.580,1
"2020-03-06",3.190,1
"2020-03-07",2.900,1
"2020-03-08",3.580,0
"2020-03-09",6.390,0
"2020-03-10",2.110,1
"2020-03-11",2.960,1
"2020-03-12",1.330,0
"2020-03-13",0.360,1
"2020-03-14",1.020,1
"2020-03-15",1.480,1
"2020-03-16",2.400,1
"2020-03-17",1.100,1
"2020-03-18",2.660,1
"2020-03-19",3.200,1
"2020-03-20",1.950,1
"2020-03-21",3.140,1
"2020-03-22",2.490,1
"2020-03-23",2.750,1
"2020-03-24",2.750,1
"2020-03-25",1.860,1
"2020-03-26",1.280,1
"2020-03-27",1.470,0
"2020-03-28",1.720,1
"2020-03-29",2.920,1
"2020-03-30",2.070,1
"2020-03-31",3.440,1
