date,wssPrecipTotal,precipQF
"2018-12-01",0.690,1
"2018-12-02",0.600,1
"2018-12-03",0.490,1
"2018-12-04",0.680,1
"2018-12-05",0.470,0
"2018-12-06",0.460,0
"2018-12-07",0.240,0
"2018-12-08",0.780,0
"2018-12-09",0.330,0
"2018-12-10",0.840,0
"2018-12-11",0.270,0
"2018-12-12",0.000,0
"2018-12-13",0.590,0
"2018-12-14",0.040,0
"2018-12-15",0.000,0
"2018-12-16",0.000,0
"2018-12-17",0.000,0
"2018-12-18",0.180,0
"2018-12-19",0.060,0
"2018-12-20",0.200,0
"2018-12-21",0.020,0
"2018-12-22",0.180,0
"2018-12-23",0.020,0
"2018-12-24",0.780,0
"2018-12-25",0.520,0
"2018-12-26",0.720,0
"2018-12-27",0.650,0
"2018-12-28",0.580,0
"2018-12-29",0.550,0
"2018-12-30",1.490,0
"2018-12-31",0.750,1
