date,wssPrecipTotal,precipQF
"2019-07-01",0.940,0
"2019-07-02",0.690,0
"2019-07-03",0.670,0
"2019-07-04",26.610,0
"2019-07-05",9.270,0
"2019-07-06",3.650,0
"2019-07-07",0.020,0
"2019-07-08",0.020,0
"2019-07-09",1.090,1
"2019-07-10",5.450,0
"2019-07-11",0.080,0
"2019-07-12",0.100,0
"2019-07-13",0.060,0
"2019-07-14",0.100,0
"2019-07-15",0.200,0
"2019-07-16",0.080,0
"2019-07-17",0.220,0
"2019-07-18",0.160,0
"2019-07-19",0.030,0
"2019-07-20",0.100,0
"2019-07-21",0.690,0
"2019-07-22",0.090,0
"2019-07-23",0.210,0
"2019-07-24",0.260,0
"2019-07-25",0.120,0
"2019-07-26",0.090,0
"2019-07-27",0.340,0
"2019-07-28",0.180,0
"2019-07-29",0.630,0
"2019-07-30",0.160,0
"2019-07-31",0.050,0
