date,wssPrecipTotal,precipQF
"2021-10-01",0.000,1
"2021-10-02",0.000,1
"2021-10-03",0.000,1
"2021-10-04",0.000,1
"2021-10-05",0.050,1
"2021-10-06",1.230,0
"2021-10-07",1.280,0
"2021-10-08",1.570,0
"2021-10-09",6.150,0
"2021-10-10",1.060,1
"2021-10-11",0.270,1
"2021-10-12",1.710,1
"2021-10-13",5.050,1
"2021-10-14",1.840,1
"2021-10-15",7.530,0
"2021-10-16",2.350,1
"2021-10-17",1.360,0
"2021-10-18",1.480,0
"2021-10-19",1.560,1
"2021-10-20",3.300,1
"2021-10-21",0.920,1
"2021-10-22",1.030,1
"2021-10-23",2.060,0
"2021-10-24",5.470,1
"2021-10-25",2.080,0
"2021-10-26",3.020,0
"2021-10-27",9.940,1
"2021-10-28",8.790,1
"2021-10-29",0.960,1
"2021-10-30",4.960,1
"2021-10-31",1.450,1
