date,wssPrecipTotal,precipQF
"2022-02-01",1.450,0
"2022-02-02",1.150,0
"2022-02-03",17.670,0
"2022-02-04",14.210,0
"2022-02-05",1.250,0
"2022-02-06",1.190,0
"2022-02-07",1.500,0
"2022-02-08",1.270,0
"2022-02-09",1.780,0
"2022-02-10",1.720,0
"2022-02-11",1.400,0
"2022-02-12",1.310,0
"2022-02-13",1.300,0
"2022-02-14",1.590,0
"2022-02-15",1.280,0
"2022-02-16",1.620,0
"2022-02-17",3.210,0
"2022-02-18",11.430,0
"2022-02-19",1.350,0
"2022-02-20",1.430,0
"2022-02-21",1.670,0
"2022-02-22",21.400,0
"2022-02-23",37.680,0
"2022-02-24",22.960,0
"2022-02-25",8.140,0
"2022-02-26",1.820,0
"2022-02-27",7.730,0
"2022-02-28",1.520,0
