date,wssPrecipTotal,precipQF
"2017-08-01",2.520,0
"2017-08-02",4.350,1
"2017-08-03",2.650,1
"2017-08-04",3.120,0
"2017-08-05",3.370,0
"2017-08-06",2.900,0
"2017-08-07",4.330,1
"2017-08-08",2.480,1
"2017-08-09",2.430,1
"2017-08-10",2.760,0
"2017-08-11",3.740,1
"2017-08-12",2.090,0
"2017-08-13",9.620,1
"2017-08-14",8.970,1
"2017-08-15",2.830,0
"2017-08-16",2.380,0
"2017-08-17",4.480,1
"2017-08-18",2.090,1
"2017-08-19",2.560,0
"2017-08-20",3.040,0
"2017-08-21",4.640,0
"2017-08-22",4.040,0
"2017-08-23",8.570,1
"2017-08-24",1.510,0
"2017-08-25",2.100,0
"2017-08-26",1.610,0
"2017-08-27",2.620,0
"2017-08-28",2.530,1
"2017-08-29",3.320,1
"2017-08-30",2.910,1
"2017-08-31",1.550,1
