date,wssPrecipTotal,precipQF
"2018-11-01",0.690,0
"2018-11-02",0.270,0
"2018-11-03",0.130,0
"2018-11-04",0.900,0
"2018-11-05",0.210,0
"2018-11-06",2.250,0
"2018-11-07",0.000,1
"2018-11-08",0.020,0
"2018-11-09",14.000,0
"2018-11-10",0.040,0
"2018-11-11",0.230,0
"2018-11-12",0.620,0
"2018-11-13",0.100,0
"2018-11-14",21.530,0
"2018-11-15",1.080,0
"2018-11-16",1.200,0
"2018-11-17",2.080,0
"2018-11-18",0.250,0
"2018-11-19",0.370,0
"2018-11-20",0.230,0
"2018-11-21",0.130,0
"2018-11-22",0.220,0
"2018-11-23",0.140,0
"2018-11-24",0.060,0
"2018-11-25",0.040,0
"2018-11-26",0.690,0
"2018-11-27",0.160,0
"2018-11-28",0.140,0
"2018-11-29",0.040,0
"2018-11-30",0.170,0
