date,wssPrecipTotal,precipQF
"2021-02-01",0.000,0
"2021-02-02",0.000,0
"2021-02-03",0.020,0
"2021-02-04",0.050,0
"2021-02-05",0.000,0
"2021-02-06",0.100,0
"2021-02-07",0.220,0
"2021-02-08",0.210,0
"2021-02-09",0.150,0
"2021-02-10",0.540,0
"2021-02-11",0.270,0
"2021-02-12",0.160,0
"2021-02-13",0.150,0
"2021-02-14",0.040,0
"2021-02-15",0.090,0
"2021-02-16",0.120,0
"2021-02-17",1.290,0
"2021-02-18",0.570,0
"2021-02-19",0.150,0
"2021-02-20",0.110,0
"2021-02-21",0.050,0
"2021-02-22",0.140,0
"2021-02-23",0.090,0
"2021-02-24",0.000,0
"2021-02-25",0.080,0
"2021-02-26",0.080,0
"2021-02-27",0.190,0
"2021-02-28",0.240,0
