date,wssPrecipTotal,precipQF
"2021-10-01",1.750,0
"2021-10-02",1.900,0
"2021-10-03",1.650,0
"2021-10-04",1.430,0
"2021-10-05",4.090,0
"2021-10-06",7.780,0
"2021-10-07",1.990,0
"2021-10-08",1.850,0
"2021-10-09",1.410,0
"2021-10-10",7.830,0
"2021-10-11",3.430,0
"2021-10-12",2.170,0
"2021-10-13",5.590,0
"2021-10-14",3.880,0
"2021-10-15",2.070,0
"2021-10-16",2.320,0
"2021-10-17",1.590,0
"2021-10-18",1.840,0
"2021-10-19",2.180,0
"2021-10-20",13.090,0
"2021-10-21",1.330,0
"2021-10-22",9.020,0
"2021-10-23",22.590,0
"2021-10-24",20.240,0
"2021-10-25",11.430,0
"2021-10-26",32.890,0
"2021-10-27",16.730,0
"2021-10-28",13.770,0
"2021-10-29",8.900,0
"2021-10-30",1.630,0
"2021-10-31",2.420,0
