date,wssPrecipTotal,precipQF
"2019-01-01",1.470,1
"2019-01-02",1.460,1
"2019-01-03",0.860,1
"2019-01-04",1.030,1
"2019-01-05",3.780,0
"2019-01-06",9.460,0
"2019-01-07",17.860,1
"2019-01-08",0.000,1
"2019-01-09",0.000,1
"2019-01-10",0.000,1
"2019-01-11",0.000,1
"2019-01-12",0.000,1
"2019-01-13",0.000,1
"2019-01-14",0.790,1
"2019-01-15",2.740,0
"2019-01-16",1.750,0
"2019-01-17",26.820,0
"2019-01-18",1.490,0
"2019-01-19",1.040,0
"2019-01-20",0.670,0
"2019-01-21",9.380,1
"2019-01-22",0.860,1
"2019-01-23",1.250,1
"2019-01-24",0.790,1
"2019-01-25",0.970,1
"2019-01-26",0.890,1
"2019-01-27",0.470,0
"2019-01-28",0.490,1
"2019-01-29",0.740,0
"2019-01-30",0.000,1
"2019-01-31",0.000,1
