date,wssPrecipTotal,precipQF
"2021-09-01",0.580,1
"2021-09-02",0.330,1
"2021-09-03",8.170,0
"2021-09-04",2.310,0
"2021-09-05",1.420,0
"2021-09-06",1.470,0
"2021-09-07",1.800,0
"2021-09-08",1.660,0
"2021-09-09",2.300,1
"2021-09-10",1.880,0
"2021-09-11",1.610,0
"2021-09-12",2.070,0
"2021-09-13",1.510,0
"2021-09-14",2.350,0
"2021-09-15",0.930,0
"2021-09-16",1.200,0
"2021-09-17",0.900,0
"2021-09-18",1.110,0
"2021-09-19",1.480,0
"2021-09-20",3.360,0
"2021-09-21",1.880,1
"2021-09-22",0.500,0
"2021-09-23",1.460,0
"2021-09-24",1.760,0
"2021-09-25",1.450,0
"2021-09-26",1.700,0
"2021-09-27",1.280,0
"2021-09-28",1.700,0
"2021-09-29",1.620,0
"2021-09-30",0.000,1
