date,wssPrecipTotal,precipQF
"2021-06-01",0.300,0
"2021-06-02",0.180,0
"2021-06-03",0.080,0
"2021-06-04",0.060,0
"2021-06-05",5.740,0
"2021-06-06",6.320,0
"2021-06-07",13.840,0
"2021-06-08",0.110,0
"2021-06-09",0.120,0
"2021-06-10",0.050,0
"2021-06-11",0.040,0
"2021-06-12",4.250,0
"2021-06-13",0.040,0
"2021-06-14",0.070,0
"2021-06-15",0.120,0
"2021-06-16",0.100,0
"2021-06-17",0.000,0
"2021-06-18",0.190,0
"2021-06-19",0.040,0
"2021-06-20",0.110,0
"2021-06-21",0.020,0
"2021-06-22",0.190,0
"2021-06-23",0.090,0
"2021-06-24",0.080,0
"2021-06-25",0.130,0
"2021-06-26",0.060,0
"2021-06-27",0.550,0
"2021-06-28",7.310,0
"2021-06-29",1.940,0
"2021-06-30",0.120,0
