date,wssPrecipTotal,precipQF
"2021-07-01",0.640,0
"2021-07-02",0.420,0
"2021-07-03",1.100,0
"2021-07-04",1.340,0
"2021-07-05",1.520,0
"2021-07-06",6.150,0
"2021-07-07",1.530,0
"2021-07-08",3.840,0
"2021-07-09",2.420,0
"2021-07-10",2.920,0
"2021-07-11",7.770,0
"2021-07-12",1.990,0
"2021-07-13",3.370,0
"2021-07-14",0.440,0
"2021-07-15",4.700,0
"2021-07-16",0.290,0
"2021-07-17",0.280,0
"2021-07-18",5.670,0
"2021-07-19",3.350,0
"2021-07-20",3.820,0
"2021-07-21",5.290,0
"2021-07-22",0.750,0
"2021-07-23",6.280,0
"2021-07-24",1.420,0
"2021-07-25",11.930,0
"2021-07-26",26.300,0
"2021-07-27",15.650,0
"2021-07-28",1.980,0
"2021-07-29",2.150,0
"2021-07-30",0.790,0
"2021-07-31",1.080,0
