date,wssPrecipTotal,precipQF
"2019-10-01",0.410,1
"2019-10-02",0.230,0
"2019-10-03",0.380,0
"2019-10-04",0.270,1
"2019-10-05",0.350,0
"2019-10-06",0.070,0
"2019-10-07",0.180,1
"2019-10-08",0.100,0
"2019-10-09",0.100,0
"2019-10-10",0.650,0
"2019-10-11",0.130,0
"2019-10-12",0.170,0
"2019-10-13",1.130,0
"2019-10-14",2.520,0
"2019-10-15",2.370,0
"2019-10-16",3.910,0
"2019-10-17",3.100,0
"2019-10-18",2.280,1
"2019-10-19",0.000,1
"2019-10-20",0.000,1
"2019-10-21",0.000,1
"2019-10-22",0.260,1
"2019-10-23",0.000,1
"2019-10-24",0.710,1
"2019-10-25",0.530,1
"2019-10-26",0.000,1
"2019-10-27",0.000,1
"2019-10-28",0.000,1
"2019-10-29",0.000,1
"2019-10-30",0.000,1
"2019-10-31",0.000,1
