date,wssPrecipTotal,precipQF
"2019-08-01",2.900,1
"2019-08-02",7.080,1
"2019-08-03",19.580,0
"2019-08-04",1.880,1
"2019-08-05",0.820,1
"2019-08-06",3.200,1
"2019-08-07",0.570,1
"2019-08-08",1.160,1
"2019-08-09",1.770,1
"2019-08-10",1.120,1
"2019-08-11",0.670,1
"2019-08-12",0.950,1
"2019-08-13",5.960,1
"2019-08-14",2.040,1
"2019-08-15",0.570,1
"2019-08-16",5.420,1
"2019-08-17",1.220,1
"2019-08-18",0.630,1
"2019-08-19",0.850,1
"2019-08-20",0.390,1
"2019-08-21",0.680,1
"2019-08-22",0.880,1
"2019-08-23",0.850,1
"2019-08-24",0.700,1
"2019-08-25",0.900,1
"2019-08-26",0.990,1
"2019-08-27",0.380,0
"2019-08-28",0.420,1
"2019-08-29",0.510,1
"2019-08-30",0.490,1
"2019-08-31",1.110,1
