date,wssPrecipTotal,precipQF
"2018-03-01",1.930,0
"2018-03-02",1.390,1
"2018-03-03",0.000,1
"2018-03-04",3.970,1
"2018-03-05",4.050,1
"2018-03-06",2.220,1
"2018-03-07",2.230,0
"2018-03-08",3.900,1
"2018-03-09",3.900,1
"2018-03-10",1.920,1
"2018-03-11",3.650,1
"2018-03-12",2.520,0
"2018-03-13",3.060,1
"2018-03-14",2.870,1
"2018-03-15",2.720,1
"2018-03-16",2.870,1
"2018-03-17",2.250,1
"2018-03-18",2.630,1
"2018-03-19",1.870,0
"2018-03-20",16.450,0
"2018-03-21",13.970,1
"2018-03-22",2.470,1
"2018-03-23",4.950,1
"2018-03-24",2.190,1
"2018-03-25",3.850,1
"2018-03-26",3.360,1
"2018-03-27",3.830,0
"2018-03-28",2.560,0
"2018-03-29",2.530,0
"2018-03-30",1.330,0
"2018-03-31",2.910,0
