date,wssPrecipTotal,precipQF
"2019-06-01",7.310,0
"2019-06-02",4.210,0
"2019-06-03",0.210,0
"2019-06-04",0.080,0
"2019-06-05",0.150,0
"2019-06-06",0.220,1
"2019-06-07",0.070,0
"2019-06-08",0.100,0
"2019-06-09",0.900,0
"2019-06-10",0.100,0
"2019-06-11",0.090,0
"2019-06-12",0.890,0
"2019-06-13",0.190,0
"2019-06-14",0.110,0
"2019-06-15",0.060,0
"2019-06-16",12.000,0
"2019-06-17",0.100,0
"2019-06-18",0.130,0
"2019-06-19",5.830,0
"2019-06-20",0.050,0
"2019-06-21",0.160,0
"2019-06-22",0.500,0
"2019-06-23",0.200,0
"2019-06-24",9.550,0
"2019-06-25",0.120,0
"2019-06-26",0.250,0
"2019-06-27",0.110,0
"2019-06-28",0.160,0
"2019-06-29",0.120,0
"2019-06-30",0.560,0
