date,wssPrecipTotal,precipQF
"2017-03-01",1.580,0
"2017-03-02",6.810,0
"2017-03-03",0.650,0
"2017-03-04",0.600,0
"2017-03-05",1.430,0
"2017-03-06",1.010,0
"2017-03-07",1.870,0
"2017-03-08",1.670,0
"2017-03-09",1.260,0
"2017-03-10",1.340,0
"2017-03-11",1.120,0
"2017-03-12",1.560,0
"2017-03-13",3.630,0
"2017-03-14",9.010,0
"2017-03-15",0.670,0
"2017-03-16",1.100,0
"2017-03-17",0.940,0
"2017-03-18",1.120,0
"2017-03-19",1.070,0
"2017-03-20",1.150,0
"2017-03-21",1.140,0
"2017-03-22",1.240,0
"2017-03-23",0.920,0
"2017-03-24",1.230,0
"2017-03-25",1.260,0
"2017-03-26",1.710,0
"2017-03-27",1.490,0
"2017-03-28",1.200,0
"2017-03-29",1.470,0
"2017-03-30",1.490,0
"2017-03-31",0.780,0
