date,wssPrecipTotal,precipQF
"2019-08-01",0.070,0
"2019-08-02",0.100,0
"2019-08-03",4.740,0
"2019-08-04",0.040,0
"2019-08-05",0.120,0
"2019-08-06",0.150,0
"2019-08-07",0.060,0
"2019-08-08",0.100,0
"2019-08-09",0.030,0
"2019-08-10",0.210,0
"2019-08-11",0.080,0
"2019-08-12",0.080,0
"2019-08-13",0.120,0
"2019-08-14",0.730,0
"2019-08-15",0.070,0
"2019-08-16",0.250,0
"2019-08-17",0.130,0
"2019-08-18",0.020,0
"2019-08-19",0.120,0
"2019-08-20",0.150,0
"2019-08-21",0.100,0
"2019-08-22",0.100,0
"2019-08-23",5.500,0
"2019-08-24",0.120,0
"2019-08-25",0.240,0
"2019-08-26",0.040,0
"2019-08-27",28.220,0
"2019-08-28",0.170,0
"2019-08-29",0.030,0
"2019-08-30",5.530,0
"2019-08-31",0.140,0
