date,wssPrecipTotal,precipQF
"2021-06-01",2.130,0
"2021-06-02",0.350,0
"2021-06-03",0.590,0
"2021-06-04",0.450,0
"2021-06-05",0.220,0
"2021-06-06",0.480,0
"2021-06-07",6.670,0
"2021-06-08",7.590,0
"2021-06-09",3.350,0
"2021-06-10",2.400,0
"2021-06-11",0.240,0
"2021-06-12",0.710,0
"2021-06-13",0.450,0
"2021-06-14",1.570,0
"2021-06-15",0.430,0
"2021-06-16",2.270,0
"2021-06-17",3.000,0
"2021-06-18",1.970,0
"2021-06-19",0.380,0
"2021-06-20",2.520,0
"2021-06-21",2.260,0
"2021-06-22",1.780,0
"2021-06-23",3.010,0
"2021-06-24",3.460,0
"2021-06-25",2.700,0
"2021-06-26",1.570,0
"2021-06-27",2.270,0
"2021-06-28",0.880,0
"2021-06-29",0.590,0
"2021-06-30",5.740,0
