date,wssPrecipTotal,precipQF
"2019-07-01",2.410,0
"2019-07-02",1.860,0
"2019-07-03",1.570,0
"2019-07-04",1.850,0
"2019-07-05",1.120,0
"2019-07-06",0.840,0
"2019-07-07",1.660,0
"2019-07-08",1.390,0
"2019-07-09",0.920,0
"2019-07-10",0.700,0
"2019-07-11",2.950,0
"2019-07-12",7.720,0
"2019-07-13",1.920,0
"2019-07-14",4.370,0
"2019-07-15",0.990,0
"2019-07-16",1.160,0
"2019-07-17",14.700,0
"2019-07-18",2.000,0
"2019-07-19",1.000,0
"2019-07-20",2.020,0
"2019-07-21",0.080,1
"2019-07-22",33.740,0
"2019-07-23",14.640,0
"2019-07-24",1.360,0
"2019-07-25",1.100,0
"2019-07-26",1.020,0
"2019-07-27",0.990,0
"2019-07-28",1.150,0
"2019-07-29",0.780,0
"2019-07-30",0.820,0
"2019-07-31",2.190,0
