date,wssPrecipTotal,precipQF
"2020-03-01",0.800,0
"2020-03-02",10.890,0
"2020-03-03",18.160,0
"2020-03-04",0.910,0
"2020-03-05",0.650,0
"2020-03-06",1.030,0
"2020-03-07",1.640,0
"2020-03-08",1.000,0
"2020-03-09",0.850,0
"2020-03-10",6.270,0
"2020-03-11",0.850,0
"2020-03-12",0.160,0
"2020-03-13",5.090,0
"2020-03-14",0.690,0
"2020-03-15",3.560,0
"2020-03-16",0.730,0
"2020-03-17",7.740,0
"2020-03-18",0.760,0
"2020-03-19",8.150,0
"2020-03-20",12.830,0
"2020-03-21",2.560,0
"2020-03-22",1.110,0
"2020-03-23",13.890,0
"2020-03-24",8.230,0
"2020-03-25",6.990,0
"2020-03-26",1.390,0
"2020-03-27",1.030,0
"2020-03-28",1.140,0
"2020-03-29",10.390,0
"2020-03-30",0.970,0
"2020-03-31",8.830,0
