date,wssPrecipTotal,precipQF
"2019-04-01",0.290,0
"2019-04-02",0.370,0
"2019-04-03",0.370,0
"2019-04-04",0.380,0
"2019-04-05",0.390,0
"2019-04-06",0.580,0
"2019-04-07",0.180,0
"2019-04-08",0.200,0
"2019-04-09",4.910,0
"2019-04-10",2.240,0
"2019-04-11",0.460,0
"2019-04-12",1.350,0
"2019-04-13",0.260,0
"2019-04-14",0.420,0
"2019-04-15",2.980,0
"2019-04-16",5.410,0
"2019-04-17",0.560,0
"2019-04-18",0.230,0
"2019-04-19",0.400,0
"2019-04-20",0.560,0
"2019-04-21",2.210,0
"2019-04-22",1.380,0
"2019-04-23",0.240,0
"2019-04-24",0.520,0
"2019-04-25",1.100,0
"2019-04-26",0.890,0
"2019-04-27",0.500,0
"2019-04-28",0.450,0
"2019-04-29",0.680,0
"2019-04-30",3.520,0
