date,wssPrecipTotal,precipQF
"2020-02-01",0.380,0
"2020-02-02",0.550,0
"2020-02-03",1.360,1
"2020-02-04",1.280,0
"2020-02-05",1.380,0
"2020-02-06",3.540,0
"2020-02-07",4.880,0
"2020-02-08",0.930,1
"2020-02-09",1.060,0
"2020-02-10",6.140,0
"2020-02-11",1.830,0
"2020-02-12",1.500,1
"2020-02-13",7.420,0
"2020-02-14",2.400,1
"2020-02-15",1.350,1
"2020-02-16",1.870,0
"2020-02-17",1.490,1
"2020-02-18",3.210,0
"2020-02-19",2.050,1
"2020-02-20",1.700,1
"2020-02-21",0.980,1
"2020-02-22",0.950,1
"2020-02-23",1.140,0
"2020-02-24",1.210,1
"2020-02-25",1.420,0
"2020-02-26",1.200,0
"2020-02-27",10.450,0
"2020-02-28",2.140,1
"2020-02-29",1.880,1
