date,wssPrecipTotal,precipQF
"2021-06-01",2.180,0
"2021-06-02",14.440,0
"2021-06-03",5.150,0
"2021-06-04",3.680,0
"2021-06-05",1.470,0
"2021-06-06",1.420,0
"2021-06-07",4.230,0
"2021-06-08",1.810,0
"2021-06-09",1.820,0
"2021-06-10",1.310,0
"2021-06-11",2.150,0
"2021-06-12",2.210,0
"2021-06-13",9.280,0
"2021-06-14",2.930,0
"2021-06-15",12.220,0
"2021-06-16",1.720,0
"2021-06-17",1.050,0
"2021-06-18",1.410,0
"2021-06-19",0.000,1
"2021-06-20",3.470,1
"2021-06-21",6.570,0
"2021-06-22",9.040,0
"2021-06-23",1.700,0
"2021-06-24",33.240,0
"2021-06-25",8.710,0
"2021-06-26",16.660,0
"2021-06-27",1.680,0
"2021-06-28",3.960,0
"2021-06-29",0.000,1
"2021-06-30",1.100,1
