date,wssPrecipTotal,precipQF
"2019-12-01",12.510,1
"2019-12-02",0.840,0
"2019-12-03",0.350,1
"2019-12-04",7.490,1
"2019-12-05",0.700,1
"2019-12-06",0.770,1
"2019-12-07",3.160,1
"2019-12-08",13.820,1
"2019-12-09",0.420,1
"2019-12-10",0.780,1
"2019-12-11",0.580,1
"2019-12-12",0.630,1
"2019-12-13",0.210,1
"2019-12-14",2.320,1
"2019-12-15",1.160,1
"2019-12-16",1.330,1
"2019-12-17",0.470,1
"2019-12-18",0.880,1
"2019-12-19",0.650,1
"2019-12-20",0.900,1
"2019-12-21",0.300,1
"2019-12-22",3.310,1
"2019-12-23",2.490,1
"2019-12-24",3.760,0
"2019-12-25",0.630,1
"2019-12-26",0.790,1
"2019-12-27",0.960,1
"2019-12-28",1.340,1
"2019-12-29",0.480,1
"2019-12-30",0.970,1
"2019-12-31",1.360,1
