date,wssPrecipTotal,precipQF
"2019-02-01",1.260,0
"2019-02-02",0.580,0
"2019-02-03",0.390,0
"2019-02-04",4.040,0
"2019-02-05",0.310,0
"2019-02-06",4.040,0
"2019-02-07",4.720,0
"2019-02-08",1.490,0
"2019-02-09",1.130,0
"2019-02-10",1.390,0
"2019-02-11",0.970,0
"2019-02-12",10.760,0
"2019-02-13",3.340,0
"2019-02-14",0.200,0
"2019-02-15",0.920,0
"2019-02-16",0.000,0
"2019-02-17",0.360,0
"2019-02-18",0.320,0
"2019-02-19",0.670,0
"2019-02-20",4.340,0
"2019-02-21",0.000,0
"2019-02-22",0.270,0
"2019-02-23",2.120,0
"2019-02-24",17.990,0
"2019-02-25",0.040,0
"2019-02-26",0.000,0
"2019-02-27",2.220,0
"2019-02-28",0.000,0
