date,wssPrecipTotal,precipQF
"2016-11-01",2.560,0
"2016-11-02",2.080,0
"2016-11-03",3.850,0
"2016-11-04",3.640,0
"2016-11-05",1.840,0
"2016-11-06",2.070,0
"2016-11-07",2.020,0
"2016-11-08",1.930,0
"2016-11-09",2.520,0
"2016-11-10",2.310,0
"2016-11-11",2.280,0
"2016-11-12",2.250,0
"2016-11-13",1.860,0
"2016-11-14",0.920,0
"2016-11-15",2.640,0
"2016-11-16",2.920,0
"2016-11-17",2.220,0
"2016-11-18",2.520,0
"2016-11-19",2.520,0
"2016-11-20",2.510,0
"2016-11-21",1.640,0
"2016-11-22",1.760,0
"2016-11-23",3.050,0
"2016-11-24",1.630,0
"2016-11-25",1.830,0
"2016-11-26",2.760,0
"2016-11-27",1.880,0
"2016-11-28",1.290,0
"2016-11-29",2.060,0
"2016-11-30",1.560,0
