date,wssPrecipTotal,precipQF
"2021-11-01",0.250,0
"2021-11-02",0.080,0
"2021-11-03",0.460,0
"2021-11-04",0.250,0
"2021-11-05",1.460,0
"2021-11-06",0.300,0
"2021-11-07",1.490,0
"2021-11-08",0.870,0
"2021-11-09",0.220,0
"2021-11-10",1.480,0
"2021-11-11",1.720,0
"2021-11-12",0.430,0
"2021-11-13",0.440,0
"2021-11-14",0.120,0
"2021-11-15",0.420,0
"2021-11-16",0.120,0
"2021-11-17",0.390,0
"2021-11-18",0.250,0
"2021-11-19",0.130,0
"2021-11-20",1.020,0
"2021-11-21",0.350,0
"2021-11-22",0.490,0
"2021-11-23",0.460,0
"2021-11-24",0.810,0
"2021-11-25",0.100,0
"2021-11-26",0.080,0
"2021-11-27",0.130,1
"2021-11-28",0.020,1
"2021-11-29",0.430,1
"2021-11-30",1.450,1
