date,wssPrecipTotal,precipQF
"2019-10-01",0.130,0
"2019-10-02",3.170,0
"2019-10-03",5.310,0
"2019-10-04",0.020,0
"2019-10-05",10.420,0
"2019-10-06",0.000,0
"2019-10-07",0.330,1
"2019-10-08",0.110,1
"2019-10-09",0.120,0
"2019-10-10",5.710,1
"2019-10-11",22.010,1
"2019-10-12",12.980,1
"2019-10-13",0.040,0
"2019-10-14",0.350,0
"2019-10-15",0.200,0
"2019-10-16",0.180,0
"2019-10-17",0.280,0
"2019-10-18",0.090,0
"2019-10-19",0.000,0
"2019-10-20",1.570,0
"2019-10-21",13.390,0
"2019-10-22",0.000,1
"2019-10-23",0.280,1
"2019-10-24",0.200,0
"2019-10-25",0.100,0
"2019-10-26",0.640,0
"2019-10-27",0.180,1
"2019-10-28",0.040,1
"2019-10-29",0.000,0
"2019-10-30",0.000,1
"2019-10-31",0.090,0
