date,wssPrecipTotal,precipQF
"2021-07-01",0.670,0
"2021-07-02",0.930,0
"2021-07-03",1.640,0
"2021-07-04",1.270,0
"2021-07-05",1.760,0
"2021-07-06",1.630,0
"2021-07-07",0.870,0
"2021-07-08",1.600,0
"2021-07-09",1.850,0
"2021-07-10",1.370,0
"2021-07-11",1.480,0
"2021-07-12",1.610,0
"2021-07-13",1.660,0
"2021-07-14",1.210,0
"2021-07-15",1.510,0
"2021-07-16",1.480,0
"2021-07-17",1.930,0
"2021-07-18",1.900,0
"2021-07-19",1.280,0
"2021-07-20",1.510,0
"2021-07-21",1.570,0
"2021-07-22",1.800,0
"2021-07-23",1.680,0
"2021-07-24",1.570,0
"2021-07-25",1.280,0
"2021-07-26",1.450,0
"2021-07-27",1.410,0
"2021-07-28",1.400,0
"2021-07-29",1.440,0
"2021-07-30",0.900,0
"2021-07-31",0.320,0
