date,wssPrecipTotal,precipQF
"2020-03-01",1.320,0
"2020-03-02",0.300,0
"2020-03-03",0.560,0
"2020-03-04",0.250,0
"2020-03-05",0.210,0
"2020-03-06",0.400,0
"2020-03-07",0.330,0
"2020-03-08",0.700,0
"2020-03-09",0.690,0
"2020-03-10",0.390,0
"2020-03-11",0.790,0
"2020-03-12",0.650,0
"2020-03-13",0.540,0
"2020-03-14",0.400,0
"2020-03-15",0.250,0
"2020-03-16",0.700,0
"2020-03-17",0.680,0
"2020-03-18",0.680,0
"2020-03-19",0.700,0
"2020-03-20",1.160,0
"2020-03-21",0.650,1
"2020-03-22",0.360,0
"2020-03-23",0.380,0
"2020-03-24",0.870,0
"2020-03-25",1.570,0
"2020-03-26",2.520,0
"2020-03-27",0.360,0
"2020-03-28",0.780,0
"2020-03-29",0.800,0
"2020-03-30",0.440,0
"2020-03-31",0.700,0
