date,wssPrecipTotal,precipQF
"2019-10-01",7.720,0
"2019-10-02",5.150,0
"2019-10-03",0.430,0
"2019-10-04",6.320,0
"2019-10-05",11.000,0
"2019-10-06",0.090,0
"2019-10-07",0.440,0
"2019-10-08",0.120,0
"2019-10-09",2.480,0
"2019-10-10",0.390,0
"2019-10-11",0.050,0
"2019-10-12",0.330,0
"2019-10-13",0.460,0
"2019-10-14",0.210,0
"2019-10-15",0.480,0
"2019-10-16",0.740,0
"2019-10-17",0.190,0
"2019-10-18",0.150,0
"2019-10-19",2.060,0
"2019-10-20",0.260,0
"2019-10-21",8.850,0
"2019-10-22",0.110,0
"2019-10-23",0.150,0
"2019-10-24",0.420,0
"2019-10-25",1.070,0
"2019-10-26",0.760,0
"2019-10-27",0.590,0
"2019-10-28",0.310,0
"2019-10-29",0.300,0
"2019-10-30",0.240,0
"2019-10-31",1.120,0
